Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
464,Wolves,2019-01-29,2.2,414,15,3,66,472,6,1510,34,409,,West Ham,eng Premier League,W 3-0,3,0,+3,55,3,0,0,0,2.2,2.2,+2.1,+2.1,2.0,1.5,+0.8,+0.8,+1.0,0.11,20,0.15,0.33,9,45.0,16.9,1,414,522,79.3,14,35,10,5,41,7842,2962,154,183,84.2,176,208,84.6,65,96,67.7,34,22,5,1,3,3,0,6,2,2,0,1,1,0,294,1510,890,18,14,9,10,10,409,41,409,41,294,1510,890,18,14,9,10,10,24,15,12,10,2,12,21,57.1,9,10,0,10,17,41,14,0,472,48,9,3,7,13,27,5,2,3,0,2,9,3,2,2,0,0,0,66,Match Report
465,West Ham,2019-01-29,0.2,322,5,3,56,385,0,1369,7,320,@,Wolves,eng Premier League,L 0-3,0,3,-3,45,0,0,0,0,0.2,0.2,-2.1,-2.1,0.0,0.2,-0.2,-0.2,0.0,0.04,4,0.00,,0,0.0,24.9,0,322,433,74.4,1,19,4,0,34,5660,1843,152,169,89.9,112,143,78.3,40,82,48.8,7,3,1,2,0,0,1,0,0,0,0,0,0,0,264,1369,657,16,9,3,16,12,320,34,320,34,264,1369,657,16,9,3,16,12,15,5,8,6,1,5,15,33.3,10,16,7,9,9,24,23,0,385,48,10,2,7,6,25,1,0,1,0,0,11,3,20,0,0,0,0,56,Match Report
466,Manchester Utd,2019-01-29,3.1,600,2,2,44,658,2,2796,50,599,,Burnley,eng Premier League,D 2-2,2,2,0,73,1,1,1,0,3.1,2.3,+2.3,+1.5,1.8,2.7,-1.1,-1.3,-1.8,0.09,27,0.04,0.13,8,29.6,17.4,1,600,713,84.2,20,32,24,5,70,10312,3212,275,301,91.4,235,274,85.8,64,92,69.6,50,40,3,2,3,2,0,2,0,0,0,1,1,0,531,2796,1644,31,22,3,16,10,599,70,599,70,531,2796,1644,31,22,3,16,10,3,2,2,0,1,0,3,0.0,3,7,1,6,9,12,16,1,658,53,11,2,15,34,24,11,1,3,1,2,11,2,26,2,1,0,0,44,Match Report
467,Manchester City,2019-01-29,1.4,710,11,3,61,769,2,3567,19,708,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,75,1,0,0,0,1.4,1.4,+0.3,+1.1,0.9,1.8,-0.4,-0.4,+0.1,0.12,12,0.08,0.33,3,25.0,16.2,1,710,821,86.5,7,65,13,0,69,11065,3013,348,377,92.3,271,296,91.6,51,79,64.6,19,11,2,3,1,2,0,2,2,0,0,0,0,0,649,3567,2056,32,29,6,18,12,708,69,708,69,649,3567,2056,32,29,6,18,12,22,11,7,11,4,5,9,55.6,4,8,2,6,6,28,12,1,769,47,10,3,2,21,23,8,1,5,0,5,14,3,17,5,0,1,0,61,Match Report
468,Fulham,2019-01-29,3.3,560,5,3,62,636,5,2542,42,558,,Brighton,eng Premier League,W 4-2,4,2,+2,61,4,0,0,0,3.3,3.3,+1.1,+1.1,2.3,1.0,+0.7,+0.7,-0.3,0.15,24,0.17,0.57,7,29.2,16.1,0,560,681,82.2,17,44,9,4,45,9373,3105,284,307,92.5,215,247,87.0,47,88,53.4,42,30,3,2,6,1,0,5,3,0,0,2,0,0,398,2542,1440,31,18,5,12,13,558,45,558,45,398,2542,1440,31,18,5,12,13,6,5,5,1,0,3,13,23.1,10,12,5,7,11,17,29,0,636,44,6,1,4,33,21,10,2,4,1,1,14,3,41,1,0,0,0,62,Match Report
469,Huddersfield,2019-01-29,0.7,467,10,3,62,557,0,2045,20,467,,Everton,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0.7,0.7,-0.4,-0.4,0.6,0.8,-0.7,-0.7,-0.6,0.07,10,0.00,0.00,2,20.0,18.1,1,467,601,77.7,9,45,6,5,46,8408,3213,223,254,87.8,186,219,84.9,49,100,49.0,20,17,0,1,0,1,1,0,0,0,0,0,0,0,404,2045,937,16,19,4,14,14,467,46,467,46,404,2045,937,16,19,4,14,14,17,10,7,9,1,6,15,40.0,9,11,1,10,10,27,8,0,557,44,9,2,3,26,25,3,2,0,0,0,15,3,17,0,0,0,0,62,Match Report
470,Everton,2019-01-29,1.1,307,16,3,57,379,1,1302,17,303,@,Huddersfield,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,1.1,1.1,+0.4,+0.4,0.7,0.4,-0.1,-0.1,-0.7,0.12,10,0.10,0.20,5,50.0,18.0,2,307,430,71.4,7,22,5,1,21,5432,2205,144,164,87.8,107,135,79.3,38,88,43.2,17,8,2,4,1,2,0,1,0,0,0,1,0,0,287,1302,702,12,7,6,17,11,303,21,303,21,287,1302,702,12,7,6,17,11,25,16,9,15,1,11,24,45.8,13,15,2,13,15,40,27,0,379,51,11,1,3,9,19,4,2,1,0,0,11,3,12,0,0,0,0,57,Match Report
471,Brighton,2019-01-29,2.2,310,4,2,54,379,3,1673,23,309,@,Fulham,eng Premier League,L 2-4,2,4,-2,39,2,0,0,0,2.2,2.2,-1.1,-1.1,1.1,0.7,-0.2,-0.2,+0.9,0.16,15,0.13,0.33,6,40.0,14.8,0,310,432,71.8,7,31,12,6,33,6156,2354,139,170,81.8,114,152,75.0,52,91,57.1,23,14,2,1,3,3,0,3,2,0,0,1,0,0,282,1673,849,17,16,4,22,3,309,33,309,33,282,1673,849,17,16,4,22,3,14,4,7,6,1,1,12,8.3,11,15,7,8,14,28,37,0,379,52,11,0,9,22,25,1,1,0,0,1,9,2,17,1,0,0,0,54,Match Report
472,Newcastle Utd,2019-01-29,1.1,169,11,2,46,224,3,693,12,169,,Manchester City,eng Premier League,W 2-1,2,1,+1,25,1,1,1,0,1.1,0.3,-0.3,-1.1,0.3,0.3,+0.9,+0.7,+0.7,0.05,6,0.17,1.00,1,16.7,21.9,0,169,269,62.8,4,12,3,0,21,2969,1379,71,80,88.8,61,87,70.1,20,69,29.0,12,6,1,1,1,2,1,3,1,0,1,0,1,0,142,693,330,7,5,1,13,17,169,21,169,21,142,693,330,7,5,1,13,17,20,11,13,5,2,8,23,34.8,15,15,5,10,16,36,32,0,224,43,11,1,7,6,20,1,0,1,0,2,7,2,3,2,1,0,0,46,Match Report
473,Tottenham,2019-01-30,1.7,528,10,3,60,601,2,2502,27,521,,Watford,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,1.7,1.7,+1.3,+1.3,0.7,1.5,+0.3,+0.3,+1.3,0.10,17,0.12,0.67,3,17.6,17.0,1,528,655,80.6,12,55,9,2,57,9422,3159,249,277,89.9,199,241,82.6,64,95,67.4,27,18,3,2,2,2,0,2,2,0,0,0,0,0,492,2502,1312,23,24,4,12,10,521,54,521,54,492,2502,1312,23,24,4,12,10,16,10,6,7,3,6,10,60.0,4,9,3,6,5,21,22,0,601,53,13,1,5,42,22,9,1,6,0,1,18,3,26,1,0,0,0,60,Match Report
474,Crystal Palace,2019-01-30,1.1,296,16,2,53,357,2,1247,29,295,@,Southampton,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,1.1,1.1,-0.2,-0.2,0.7,0.5,-0.1,-0.1,+0.3,0.07,15,0.07,0.50,2,13.3,20.1,0,296,417,71.0,11,20,6,0,24,5149,2093,148,169,87.6,117,143,81.8,25,80,31.3,29,22,2,2,1,1,1,2,2,0,0,0,0,0,223,1247,559,13,7,7,14,13,295,24,295,24,223,1247,559,13,7,7,14,13,23,16,14,8,1,9,13,69.2,4,12,4,8,8,31,23,2,357,60,13,0,1,17,28,8,4,1,3,0,15,2,11,0,0,0,0,53,Match Report
475,Watford,2019-01-30,0.5,192,12,2,58,270,1,1213,14,187,@,Tottenham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,0.5,0.5,-1.3,-1.3,0.3,0.2,+0.5,+0.5,-0.3,0.06,9,0.11,1.00,1,11.1,17.5,0,192,307,62.5,6,18,2,0,18,3428,1661,93,118,78.8,54,80,67.5,32,79,40.5,14,10,1,1,2,0,0,1,0,0,0,1,0,0,211,1213,596,10,8,3,11,10,187,17,187,17,211,1213,596,10,8,3,11,10,18,12,10,5,3,8,23,34.8,15,18,8,10,9,27,43,0,270,32,7,1,2,14,12,5,1,2,0,5,10,2,28,5,0,0,0,58,Match Report
476,Southampton,2019-01-30,1.2,467,15,3,59,533,2,2455,22,463,,Crystal Palace,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,1.2,1.2,+0.2,+0.2,0.9,0.5,-0.2,-0.2,+0.1,0.09,13,0.08,0.25,4,30.8,18.8,0,467,582,80.2,9,46,6,1,64,7699,2507,253,290,87.2,171,201,85.1,37,67,55.2,22,17,2,0,0,2,1,2,2,0,0,0,0,0,404,2455,1391,23,12,3,18,14,463,63,463,63,404,2455,1391,23,12,3,18,14,24,15,13,8,3,11,25,44.0,14,17,4,13,9,33,21,0,533,47,8,0,7,21,25,3,0,3,0,2,12,3,17,2,0,0,0,59,Match Report
477,Chelsea,2019-01-30,0.7,668,6,3,57,729,0,3238,22,664,@,Bournemouth,eng Premier League,L 0-4,0,4,-4,68,0,0,0,0,0.7,0.7,-1.3,-1.3,0.7,1.6,-0.7,-0.7,-0.7,0.07,11,0.00,0.00,7,63.6,18.0,0,668,778,85.9,11,63,14,3,72,10478,2876,382,414,92.3,215,239,90.0,51,84,60.7,22,22,0,0,0,0,0,0,0,0,0,0,0,0,680,3238,1719,20,24,5,11,3,664,71,664,71,680,3238,1719,20,24,5,11,3,13,6,4,9,0,7,11,63.6,4,12,3,9,9,22,8,2,729,43,9,5,7,33,20,7,1,4,0,6,11,3,23,6,0,0,0,57,Match Report
478,Leicester City,2019-01-30,1.1,210,15,3,57,285,2,1108,9,209,@,Liverpool,eng Premier League,D 1-1,1,1,0,28,1,0,0,0,1.1,1.1,+0.6,+0.6,0.6,0.6,-0.1,-0.1,+0.4,0.23,5,0.20,0.50,2,40.0,11.4,0,210,335,62.7,3,13,6,2,25,3586,1539,106,132,80.3,69,103,67.0,23,66,34.8,9,5,1,0,1,2,0,2,1,0,0,1,0,0,215,1108,609,14,10,2,9,11,209,25,209,25,215,1108,609,14,10,2,9,11,19,15,12,7,0,8,19,42.1,11,12,2,10,16,35,50,0,285,47,17,4,5,13,17,1,1,0,0,3,5,3,8,3,0,0,0,57,Match Report
479,Liverpool,2019-01-30,0.6,720,9,3,58,793,2,2722,18,717,,Leicester City,eng Premier League,D 1-1,1,1,0,72,1,0,0,0,0.6,0.6,-0.6,-0.6,0.4,0.8,+0.4,+0.4,-0.4,0.06,10,0.10,0.33,3,30.0,16.8,1,720,847,85.0,7,62,16,2,61,11626,3143,353,385,91.7,266,304,87.5,61,95,64.2,18,9,3,3,2,1,0,2,2,0,0,0,0,0,531,2722,1489,29,25,3,25,11,717,61,717,61,531,2722,1489,29,25,3,25,11,15,9,8,5,2,4,20,20.0,16,5,1,4,14,29,16,1,793,50,8,2,3,23,30,7,6,1,0,4,12,3,19,4,0,0,0,58,Match Report
480,Bournemouth,2019-01-30,2.0,284,6,3,50,335,8,1290,21,283,,Chelsea,eng Premier League,W 4-0,4,0,+4,32,4,0,0,0,2.0,2.0,+1.3,+1.3,1.8,1.0,+2.0,+2.0,+2.2,0.17,12,0.33,0.57,7,58.3,16.4,0,284,372,76.3,9,10,7,1,23,5130,2021,132,157,84.1,116,128,90.6,31,67,46.3,21,13,2,2,1,1,2,8,6,1,0,0,0,1,266,1290,708,13,13,4,10,6,283,23,283,23,266,1290,708,13,13,4,10,6,10,6,5,5,0,7,18,38.9,11,9,2,7,13,23,46,0,335,36,12,2,0,8,16,3,0,0,0,1,10,3,8,1,0,0,0,50,Match Report
481,Brighton,2019-02-02,1.6,381,8,1,69,464,0,1987,42,380,,Watford,eng Premier League,D 0-0,0,0,0,55,0,0,0,0,1.6,1.6,+1.3,+1.3,1.6,1.1,-1.6,-1.6,-1.6,0.08,21,0.00,0.00,4,19.0,17.0,0,381,514,74.1,20,34,10,4,47,6935,2746,176,212,83.0,136,176,77.3,53,94,56.4,42,24,8,5,2,3,0,0,0,0,0,0,0,0,333,1987,1007,24,21,4,14,13,380,47,380,47,333,1987,1007,24,21,4,14,13,21,8,7,11,3,6,10,60.0,4,5,0,5,20,41,20,0,464,46,10,1,5,27,24,7,5,0,0,4,8,1,19,4,0,0,0,69,Match Report
482,Burnley,2019-02-02,2.4,356,3,3,73,469,1,1602,27,355,,Southampton,eng Premier League,D 1-1,1,1,0,55,0,1,1,0,2.4,1.6,+1.6,+0.8,0.9,0.9,-1.4,-1.6,-0.9,0.12,14,0.00,0.00,5,35.7,13.8,0,356,527,67.6,11,32,10,4,41,6523,2775,167,190,87.9,123,177,69.5,50,109,45.9,27,18,5,1,2,1,0,1,1,0,0,0,0,0,252,1602,880,22,17,3,17,10,355,41,355,41,252,1602,880,22,17,3,17,10,11,3,4,7,0,1,10,10.0,9,10,3,7,3,14,12,0,469,56,8,1,5,28,34,4,3,0,1,2,18,3,19,2,0,0,0,73,Match Report
483,Newcastle Utd,2019-02-02,0.4,219,10,2,49,289,0,1003,13,218,@,Tottenham,eng Premier League,L 0-1,0,1,-1,29,0,0,0,0,0.4,0.4,-1.8,-1.8,0.3,0.2,-0.4,-0.4,-0.3,0.05,8,0.00,0.00,2,25.0,19.3,0,219,328,66.8,4,13,4,4,16,4512,2040,99,115,86.1,57,79,72.2,49,96,51.0,13,9,0,2,2,0,0,0,0,0,0,0,0,0,177,1003,527,7,9,1,14,5,218,16,218,16,177,1003,527,7,9,1,14,5,17,10,9,8,0,9,18,50.0,9,19,10,9,15,32,48,2,289,37,8,1,10,11,14,3,3,0,0,2,15,2,7,2,0,0,0,49,Match Report
484,Fulham,2019-02-02,0.6,543,11,3,50,607,0,1952,15,538,@,Crystal Palace,eng Premier League,L 0-2,0,2,-2,62,0,0,0,0,0.6,0.6,-1.7,-0.9,0.6,0.6,-0.6,-0.6,-0.6,0.07,8,0.00,,0,0.0,18.8,0,543,649,83.7,7,44,4,2,50,9505,3187,242,269,90.0,230,261,88.1,55,82,67.1,15,12,1,0,1,0,1,0,0,0,0,0,0,0,386,1952,1022,15,12,2,21,20,538,48,538,48,386,1952,1022,15,12,2,21,20,15,11,9,4,2,4,9,44.4,5,10,5,5,9,24,30,0,607,41,10,0,8,21,16,1,0,1,0,1,13,3,26,1,0,1,0,50,Match Report
485,Cardiff City,2019-02-02,2.1,141,9,3,51,205,3,747,21,139,,Bournemouth,eng Premier League,W 2-0,2,0,+2,27,1,1,1,0,2.1,1.3,+1.6,+0.8,1.2,0.7,-0.1,-0.3,-0.2,0.12,11,0.09,0.25,4,36.4,16.9,0,141,247,57.1,9,18,3,0,16,3068,1771,58,76,76.3,43,66,65.2,33,80,41.3,21,16,1,1,1,1,1,3,2,0,1,0,0,0,115,747,378,12,3,5,14,8,139,16,139,16,115,747,378,12,3,5,14,8,17,9,10,6,1,5,26,19.2,21,17,2,15,18,35,33,0,205,40,13,3,1,17,10,6,5,0,0,2,7,3,12,2,0,0,0,51,Match Report
486,Bournemouth,2019-02-02,0.5,541,4,3,51,607,0,3057,18,535,@,Cardiff City,eng Premier League,L 0-2,0,2,-2,73,0,0,0,0,0.5,0.5,-1.6,-0.8,0.5,0.7,-0.5,-0.5,-0.5,0.06,9,0.00,0.00,2,22.2,17.0,0,541,661,81.8,8,38,6,0,50,8330,2933,297,330,90.0,178,220,80.9,41,59,69.5,18,10,3,3,0,1,1,0,0,0,0,0,0,0,431,3057,1647,36,26,8,9,12,535,50,535,50,431,3057,1647,36,26,8,9,12,13,4,8,3,2,5,10,50.0,5,11,7,4,5,18,22,0,607,54,19,0,1,21,22,7,3,3,0,0,18,3,27,0,0,1,0,51,Match Report
487,Everton,2019-02-02,1.2,458,12,3,62,528,2,2347,22,454,,Wolves,eng Premier League,L 1-3,1,3,-2,64,1,0,0,0,1.2,1.2,-0.2,+0.5,0.9,0.7,-0.2,-0.2,+0.1,0.09,13,0.08,0.25,4,30.8,16.9,1,458,582,78.7,8,39,9,1,58,8089,2613,208,243,85.6,168,200,84.0,60,97,61.9,22,14,0,4,1,3,0,2,1,0,1,0,0,0,439,2347,1223,22,16,3,23,11,454,58,454,58,439,2347,1223,22,16,3,23,11,18,12,8,9,1,5,10,50.0,5,10,2,8,9,27,5,1,528,52,14,1,8,17,25,3,1,2,0,2,11,3,34,2,0,1,0,62,Match Report
488,Southampton,2019-02-02,0.7,287,12,3,65,388,2,1585,18,286,@,Burnley,eng Premier League,D 1-1,1,1,0,45,1,0,0,0,0.7,0.7,-1.6,-0.8,0.7,0.8,+0.3,+0.3,+0.3,0.07,10,0.10,0.25,4,40.0,19.7,0,287,432,66.4,10,23,7,2,38,4819,2145,151,187,80.7,109,147,74.1,26,85,30.6,18,16,0,1,0,0,1,2,1,0,1,0,0,0,272,1585,774,17,12,5,15,10,286,38,286,38,272,1585,774,17,12,5,15,10,17,12,6,10,1,7,23,30.4,16,20,6,14,7,24,36,0,388,44,12,1,4,8,17,2,2,0,0,0,8,3,27,0,0,1,0,65,Match Report
489,Tottenham,2019-02-02,2.2,683,5,3,71,766,2,3223,37,679,,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,71,1,0,0,0,2.2,2.2,+1.8,+1.8,2.0,1.9,-1.2,-1.2,-1.0,0.11,21,0.05,0.50,2,9.5,15.0,0,683,810,84.3,18,59,14,3,63,11448,3219,308,342,90.1,267,302,88.4,69,99,69.7,37,23,6,1,5,1,1,2,2,0,0,0,0,0,543,3223,1585,37,34,5,16,8,679,62,679,62,543,3223,1585,37,34,5,16,8,10,5,3,6,1,5,13,38.5,8,16,3,13,7,17,16,0,766,42,8,3,5,38,23,6,0,5,0,2,16,3,15,2,0,0,0,71,Match Report
490,Huddersfield,2019-02-02,0.3,339,8,3,58,381,0,1826,9,339,@,Chelsea,eng Premier League,L 0-5,0,5,-5,35,0,0,0,0,0.3,0.3,-2.3,-1.5,0.3,0.2,-0.3,-0.3,-0.3,0.06,5,0.00,0.00,2,40.0,17.2,0,339,427,79.4,5,17,2,1,25,6761,2678,129,144,89.6,149,172,86.6,52,83,62.7,9,8,1,0,0,0,0,0,0,0,0,0,0,0,322,1826,808,21,14,7,13,22,339,25,339,25,322,1826,808,21,14,7,13,22,13,8,6,4,3,4,26,15.4,22,26,8,18,14,27,20,0,381,45,10,0,3,11,16,2,2,0,0,1,11,3,32,1,0,1,0,58,Match Report
491,Watford,2019-02-02,0.3,291,11,2,50,358,0,1127,7,289,@,Brighton,eng Premier League,D 0-0,0,0,0,45,0,0,0,0,0.3,0.3,-1.3,-1.3,0.2,0.3,-0.3,-0.3,-0.2,0.06,5,0.00,,0,0.0,15.3,0,291,420,69.3,4,16,9,2,28,4442,1794,156,185,84.3,93,122,76.2,20,77,26.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,265,1127,539,7,7,1,15,15,289,27,289,27,265,1127,539,7,7,1,15,15,27,11,17,7,3,14,33,42.4,19,10,4,6,17,44,34,0,358,62,19,0,3,12,24,0,0,0,0,0,6,2,16,0,0,0,0,50,Match Report
492,Wolves,2019-02-02,1.4,221,9,3,66,285,5,1246,12,218,@,Everton,eng Premier League,W 3-1,3,1,+2,36,2,1,1,0,1.4,0.7,+0.2,-0.5,0.5,0.4,+1.6,+1.3,+0.5,0.10,7,0.29,0.67,3,42.9,23.3,0,221,330,67.0,5,14,1,0,18,4050,2125,95,119,79.8,79,104,76.0,32,76,42.1,12,6,1,2,1,2,0,5,0,1,1,1,2,0,183,1246,526,11,17,3,17,13,218,17,218,17,183,1246,526,11,17,3,17,13,17,9,7,8,2,6,17,35.3,11,16,7,9,19,36,22,0,285,44,13,1,6,3,17,1,0,1,0,1,9,3,19,1,1,0,0,66,Match Report
493,Chelsea,2019-02-02,2.6,679,21,3,70,738,10,3432,44,676,,Huddersfield,eng Premier League,W 5-0,5,0,+5,65,4,1,1,0,2.6,1.8,+2.3,+1.5,1.7,1.7,+2.4,+2.2,+2.3,0.08,22,0.18,0.67,6,27.3,17.6,0,679,780,87.1,19,49,17,2,66,10177,3551,370,409,90.5,245,267,91.8,33,47,70.2,44,32,5,2,3,1,1,10,7,1,1,0,1,0,522,3432,1911,39,29,11,11,9,676,66,676,66,522,3432,1911,39,29,11,11,9,27,21,9,13,5,5,15,33.3,10,12,2,10,9,36,8,0,738,40,5,4,2,18,18,11,3,4,1,2,20,3,14,2,1,0,0,70,Match Report
494,Crystal Palace,2019-02-02,2.2,288,9,3,46,342,2,1682,25,287,,Fulham,eng Premier League,W 2-0,2,0,+2,38,1,1,1,0,2.2,1.5,+1.7,+0.9,0.6,0.9,-0.2,-0.5,-0.6,0.10,16,0.06,0.20,5,31.3,15.6,1,288,397,72.5,10,25,4,2,31,5197,1950,127,154,82.5,122,146,83.6,31,76,40.8,25,16,5,1,2,1,0,2,0,1,0,1,0,0,294,1682,930,20,15,6,11,11,287,30,287,30,294,1682,930,20,15,6,11,11,24,9,10,12,2,4,16,25.0,12,12,1,11,11,35,31,0,342,54,11,0,2,27,20,11,6,0,4,1,9,3,10,1,0,0,0,46,Match Report
495,Manchester City,2019-02-03,2.7,562,7,2,53,621,5,2990,31,558,,Arsenal,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,2.7,2.7,+2.0,+2.0,2.4,2.0,+0.3,+0.3,-0.4,0.14,19,0.16,0.25,12,63.2,17.5,1,562,660,85.2,13,55,15,1,69,9103,2492,278,304,91.4,208,237,87.8,51,70,72.9,31,27,0,2,0,2,0,5,4,0,1,0,0,0,544,2990,1730,38,19,13,9,4,558,69,558,69,544,2990,1730,38,19,13,9,4,13,7,6,5,2,4,14,28.6,10,14,2,12,10,23,17,0,621,34,6,2,5,18,20,4,2,2,0,5,9,2,7,5,0,0,0,53,Match Report
496,Leicester City,2019-02-03,1.5,358,7,3,66,420,0,2292,30,356,,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,1.5,1.5,+0.2,+0.2,0.9,1.1,-1.5,-1.5,-0.9,0.09,17,0.00,0.00,6,35.3,17.2,2,358,465,77.0,10,26,8,2,41,5700,2180,200,225,88.9,100,128,78.1,39,68,57.4,30,18,3,3,2,3,1,0,0,0,0,0,0,0,345,2292,1283,32,23,8,16,9,356,41,356,41,345,2292,1283,32,23,8,16,9,12,7,6,5,1,3,20,15.0,17,10,2,8,12,24,16,1,420,45,8,2,5,23,21,7,5,1,0,0,11,3,18,0,0,0,0,66,Match Report
497,Manchester Utd,2019-02-03,1.3,465,11,3,55,521,1,1633,17,461,@,Leicester City,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,1.3,1.3,-0.2,-0.2,1.2,0.9,-0.3,-0.3,-0.2,0.13,10,0.10,0.17,6,60.0,16.0,0,465,579,80.3,9,23,8,3,42,7959,2884,217,245,88.6,164,200,82.0,52,79,65.8,17,14,1,2,0,0,0,1,1,0,0,0,0,0,328,1633,974,18,17,5,15,9,461,41,461,41,328,1633,974,18,17,5,15,9,16,11,6,9,1,7,20,35.0,13,13,3,10,15,31,23,0,521,57,14,1,11,10,30,2,0,0,0,1,9,3,13,1,0,0,0,55,Match Report
498,Arsenal,2019-02-03,0.7,360,5,3,39,416,2,1695,7,359,@,Manchester City,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,0.7,0.7,-2.0,-2.0,0.7,0.6,+0.3,+0.3,+0.3,0.17,4,0.25,0.50,2,50.0,18.6,0,360,465,77.4,4,15,3,0,24,5745,1752,166,192,86.5,144,167,86.2,25,57,43.9,7,6,1,0,0,0,0,2,1,1,0,0,0,0,288,1695,906,15,10,2,4,9,359,24,359,24,288,1695,906,15,10,2,4,9,9,5,5,4,0,5,24,20.8,19,11,4,7,16,25,27,1,416,49,16,1,2,7,20,2,1,0,0,0,13,3,21,0,0,0,0,39,Match Report
499,Liverpool,2019-02-04,1.1,622,7,2,58,684,2,3129,20,620,@,West Ham,eng Premier League,D 1-1,1,1,0,73,1,0,0,0,1.1,1.1,+0.3,+0.3,1.0,1.0,-0.1,-0.1,0.0,0.10,11,0.09,0.17,6,54.5,17.3,0,622,746,83.4,9,47,6,0,51,10250,3076,299,335,89.3,256,290,88.3,49,75,65.3,20,14,2,2,0,2,0,2,2,0,0,0,0,0,600,3129,1785,36,33,7,10,12,620,51,620,51,600,3129,1785,36,33,7,10,12,16,7,4,10,2,10,19,52.6,9,8,4,4,3,19,21,0,684,59,10,3,3,18,31,5,1,4,0,3,15,2,19,3,0,0,0,58,Match Report
500,West Ham,2019-02-04,0.8,174,8,3,60,233,2,1105,25,174,,Liverpool,eng Premier League,D 1-1,1,1,0,27,1,0,0,0,0.8,0.8,-0.3,-0.3,0.7,0.5,+0.2,+0.2,+0.3,0.06,13,0.08,0.50,2,15.4,19.1,1,174,275,63.3,9,13,7,1,30,3185,1734,78,99,78.8,46,70,65.7,30,74,40.5,25,18,3,0,1,3,0,2,2,0,0,0,0,0,159,1105,622,16,10,3,21,6,174,30,174,30,159,1105,622,16,10,3,21,6,18,8,8,9,1,6,20,30.0,14,13,1,12,13,31,30,0,233,41,13,0,4,11,14,2,1,1,0,1,8,3,8,1,0,0,0,60,Match Report
501,Manchester City,2019-02-06,2.2,492,9,3,52,536,3,2738,24,483,@,Everton,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,2.2,2.2,+2.1,+2.1,1.0,1.1,-0.2,-0.2,0.0,0.17,15,0.13,0.50,4,26.7,13.3,0,492,589,83.5,8,46,17,1,57,8529,2637,236,252,93.7,182,216,84.3,55,79,69.6,24,14,3,2,4,1,0,3,0,1,0,1,1,0,484,2738,1605,23,14,6,15,19,483,57,483,57,484,2738,1605,23,14,6,15,19,20,9,13,5,2,4,17,23.5,13,15,3,12,9,29,27,0,536,48,12,3,4,10,23,6,2,1,0,5,12,3,15,5,0,0,0,52,Match Report
502,Everton,2019-02-06,0.1,278,19,3,50,330,0,1571,8,275,,Manchester City,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,0.1,0.1,-2.1,-2.1,0.0,0.2,-0.1,-0.1,0.0,0.03,4,0.00,0.00,1,25.0,26.8,1,278,382,72.8,1,30,3,1,21,4942,1996,143,160,89.4,88,110,80.0,36,82,43.9,8,4,1,1,0,2,0,0,0,0,0,0,0,0,240,1571,637,12,9,7,18,16,275,21,275,21,240,1571,637,12,9,7,18,16,27,19,20,6,1,8,19,42.1,11,17,6,11,11,38,24,1,330,52,10,0,5,18,26,5,2,2,0,0,14,3,19,0,0,0,0,50,Match Report
