Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
425,Huddersfield,2019-01-12,0.5,331,7,2,55,426,0,1671,25,325,@,Cardiff City,eng Premier League,D 0-0,0,0,0,61,0,0,0,0,0.5,0.5,+0.4,+0.4,0.4,0.5,-0.5,-0.5,-0.4,0.04,14,0.00,0.00,2,14.3,20.9,0,331,482,68.7,12,26,9,3,32,5813,2619,147,193,76.2,111,150,74.0,47,89,52.8,25,20,3,0,1,1,0,0,0,0,0,0,0,0,264,1671,879,21,14,6,15,9,325,30,325,30,264,1671,879,21,14,6,15,9,13,7,4,7,2,5,13,38.5,8,13,3,10,13,26,28,0,426,53,15,0,4,23,24,10,2,0,6,3,13,2,11,3,0,0,0,55,Match Report
426,Arsenal,2019-01-12,0.7,510,8,3,43,546,0,2581,20,507,@,West Ham,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0.7,0.7,0.0,0.0,0.5,0.6,-0.7,-0.7,-0.5,0.06,11,0.00,0.00,2,18.2,17.3,0,510,595,85.7,7,36,8,1,50,9041,2987,209,227,92.1,232,254,91.3,50,72,69.4,20,16,0,2,1,0,1,0,0,0,0,0,0,0,369,2581,1599,28,18,6,12,6,507,49,507,49,369,2581,1599,28,18,6,12,6,16,8,9,6,1,8,20,40.0,12,7,1,6,11,27,15,1,546,46,12,1,6,8,20,3,2,1,0,3,13,3,29,3,0,0,0,43,Match Report
427,Brighton,2019-01-12,0.4,223,7,3,56,300,0,1152,13,222,,Liverpool,eng Premier League,L 0-1,0,1,-1,30,0,0,0,0,0.4,0.4,-1.6,-0.8,0.4,0.4,-0.4,-0.4,-0.4,0.06,7,0.00,,0,0.0,19.0,0,223,339,65.8,6,20,9,4,29,4354,2027,86,112,76.8,96,125,76.8,34,79,43.0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,215,1152,550,8,3,0,18,8,222,29,222,29,215,1152,550,8,3,0,18,8,12,7,7,4,1,5,14,35.7,9,10,2,8,13,25,17,0,300,34,5,0,6,14,17,2,2,0,0,5,8,3,21,5,0,1,0,56,Match Report
428,Fulham,2019-01-12,0.8,479,7,3,67,574,2,2129,21,476,@,Burnley,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,0.8,0.8,0.0,0.0,0.8,0.9,+0.2,+0.2,+0.2,0.07,12,0.08,0.33,3,25.0,16.1,0,479,624,76.8,11,44,8,5,62,8689,3011,198,230,86.1,221,269,82.2,48,98,49.0,21,18,0,1,1,1,0,2,2,0,0,0,0,0,350,2129,1147,17,11,3,17,13,476,62,476,62,350,2129,1147,17,11,3,17,13,10,7,5,4,1,2,7,28.6,5,15,5,10,13,23,25,0,574,50,7,1,2,33,23,6,2,1,0,0,9,3,30,0,0,0,1,67,Match Report
429,Southampton,2019-01-12,1.5,144,14,3,42,209,2,715,11,139,@,Leicester City,eng Premier League,W 2-1,2,1,+1,29,1,1,1,0,1.5,0.7,-0.2,-1.0,0.3,0.5,+0.5,+0.3,-0.3,0.10,7,0.14,0.50,2,28.6,15.2,0,144,262,55.0,5,10,3,1,19,2603,1364,64,85,75.3,59,93,63.4,17,59,28.8,11,3,4,0,2,2,0,2,1,0,0,0,1,0,124,715,347,8,4,2,14,9,139,19,139,19,124,715,347,8,4,2,14,9,17,14,11,6,0,10,21,47.6,11,15,10,5,20,37,64,0,209,49,9,0,2,7,22,3,2,1,0,4,4,3,17,4,1,0,0,42,Match Report
430,Chelsea,2019-01-12,1.3,622,13,3,61,691,4,2769,19,622,,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,65,2,0,0,0,1.3,1.3,+0.9,+0.9,1.3,0.9,+0.7,+0.7,+0.7,0.13,10,0.20,0.33,6,60.0,18.5,1,622,747,83.3,9,38,13,1,61,10055,3114,302,342,88.3,253,283,89.4,44,62,71.0,19,12,2,1,0,2,2,4,3,0,1,0,0,0,489,2769,1557,26,25,2,13,16,622,61,622,61,489,2769,1557,26,25,2,13,16,18,13,8,7,3,5,12,41.7,7,6,1,5,13,31,17,0,691,51,13,7,6,15,22,8,6,0,1,5,15,3,14,5,0,0,0,61,Match Report
431,Newcastle Utd,2019-01-12,0.5,291,15,2,51,349,1,1058,16,290,@,Chelsea,eng Premier League,L 1-2,1,2,-1,35,1,0,0,0,0.5,0.5,-0.9,-0.9,0.4,0.4,+0.5,+0.5,+0.6,0.05,9,0.11,0.50,2,22.2,15.9,0,291,399,72.9,8,23,10,4,27,5836,1955,107,130,82.3,114,131,87.0,55,109,50.5,16,15,1,0,0,0,0,1,0,1,0,0,0,0,231,1058,414,8,8,1,16,13,290,27,290,27,231,1058,414,8,8,1,16,13,22,15,12,9,1,6,20,30.0,14,15,1,14,19,41,21,0,349,49,11,1,9,17,25,5,0,2,0,1,7,2,9,1,0,0,0,51,Match Report
432,Liverpool,2019-01-12,2.0,667,7,3,55,742,2,2966,18,660,@,Brighton,eng Premier League,W 1-0,1,0,+1,70,0,1,1,0,2.0,1.2,+1.6,+0.8,1.2,2.0,-1.0,-1.2,-1.2,0.13,9,0.00,0.00,2,22.2,15.1,0,667,790,84.4,9,39,17,3,59,11569,3107,309,340,90.9,292,322,90.7,51,96,53.1,18,14,1,2,0,1,0,2,0,0,1,0,1,0,639,2966,1599,25,17,5,11,7,660,58,660,58,639,2966,1599,25,17,5,11,7,10,7,7,2,1,2,5,40.0,3,9,2,7,6,16,15,0,742,48,19,0,4,16,17,7,2,3,1,0,10,3,7,0,1,0,0,55,Match Report
433,Cardiff City,2019-01-12,0.1,172,4,2,54,261,0,922,5,168,,Huddersfield,eng Premier League,D 0-0,0,0,0,39,0,0,0,0,0.1,0.1,-0.4,-0.4,0.1,0.4,-0.1,-0.1,-0.1,0.05,3,0.00,,0,0.0,22.1,0,172,311,55.3,2,23,4,2,33,3540,1978,73,112,65.2,69,99,69.7,29,80,36.3,5,3,1,1,0,0,0,0,0,0,0,0,0,0,186,922,430,12,5,1,17,8,168,31,168,31,186,922,430,12,5,1,17,8,13,4,7,6,0,4,12,33.3,8,20,8,12,19,32,26,0,261,47,16,1,2,15,18,3,3,0,0,3,14,2,23,3,0,0,0,54,Match Report
434,Burnley,2019-01-12,0.8,306,15,1,69,413,2,1349,21,303,,Fulham,eng Premier League,W 2-1,2,1,+1,42,1,0,0,0,0.8,0.8,0.0,0.0,0.8,0.7,+0.2,+0.2,+0.2,0.08,11,0.09,1.00,1,9.1,20.4,0,306,459,66.7,8,19,5,2,25,5201,2179,154,191,80.6,100,138,72.5,38,87,43.7,21,18,1,1,1,0,0,2,2,0,0,0,0,0,244,1349,705,14,14,2,16,8,303,25,303,25,244,1349,705,14,14,2,16,8,22,15,4,14,4,9,16,56.3,7,9,4,5,13,35,32,0,413,44,8,0,1,12,25,2,2,0,0,2,12,1,4,2,0,0,0,69,Match Report
435,Tottenham,2019-01-13,1.8,518,11,2,59,575,0,2485,42,510,,Manchester Utd,eng Premier League,L 0-1,0,1,-1,61,0,0,0,0,1.8,1.8,+1.0,+1.0,1.6,1.5,-1.8,-1.8,-1.6,0.09,21,0.00,0.00,11,52.4,17.7,2,518,626,82.7,16,37,17,6,51,8510,3151,271,295,91.9,192,226,85.0,42,76,55.3,42,28,3,5,3,2,1,0,0,0,0,0,0,0,501,2485,1468,29,25,9,16,8,510,49,510,49,501,2485,1468,29,25,9,16,8,19,11,8,8,3,5,19,26.3,14,7,2,5,6,25,17,0,575,47,7,6,3,21,27,7,1,4,0,4,11,2,29,4,0,0,0,59,Match Report
436,Manchester Utd,2019-01-13,0.8,294,8,3,55,349,2,1360,24,291,@,Tottenham,eng Premier League,W 1-0,1,0,+1,39,1,0,0,0,0.8,0.8,-1.0,-1.0,0.5,0.3,+0.2,+0.2,+0.5,0.06,13,0.08,0.13,8,61.5,18.6,0,294,399,73.7,9,22,4,1,24,5214,2217,143,165,86.7,90,106,84.9,40,88,45.5,24,18,1,2,3,0,0,2,2,0,0,0,0,0,238,1360,724,17,9,9,10,14,291,23,291,23,238,1360,724,17,9,9,10,14,15,8,7,7,1,7,15,46.7,8,13,4,9,7,22,26,0,349,49,12,1,5,10,21,4,2,2,0,1,6,3,9,1,0,0,0,55,Match Report
437,Everton,2019-01-13,1.0,326,11,3,57,395,4,1594,27,322,,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,1.0,1.0,-0.9,-0.9,0.7,0.8,+1.0,+1.0,+1.3,0.07,15,0.13,1.00,2,13.3,16.0,1,326,446,73.1,11,23,11,5,42,5631,2509,156,191,81.7,112,146,76.7,40,72,55.6,27,22,1,1,1,2,0,4,4,0,0,0,0,0,278,1594,757,16,10,4,21,11,322,42,322,42,278,1594,757,16,10,4,21,11,19,11,8,7,4,2,11,18.2,9,18,1,17,14,33,33,3,395,50,8,2,1,20,26,5,1,4,0,1,9,3,6,1,0,0,0,57,Match Report
438,Bournemouth,2019-01-13,1.9,293,8,2,50,365,0,1278,27,291,@,Everton,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,1.9,1.9,+0.9,+0.9,1.3,1.9,-1.9,-1.9,-1.3,0.12,16,0.00,0.00,7,43.8,13.8,1,293,434,67.5,11,26,6,1,39,4981,2036,132,157,84.1,121,155,78.1,24,70,34.3,27,19,4,0,2,2,0,0,0,0,0,0,0,0,245,1278,571,16,8,3,11,17,291,39,291,39,245,1278,571,16,8,3,11,17,14,8,7,6,1,3,10,30.0,7,14,5,9,6,20,21,0,365,68,17,2,2,23,29,9,5,3,1,1,20,2,16,1,0,0,0,50,Match Report
439,Manchester City,2019-01-14,2.8,826,8,3,60,886,4,3098,48,819,,Wolves,eng Premier League,W 3-0,3,0,+3,76,1,1,1,0,2.8,2.1,+2.7,+2.0,2.0,2.7,-0.8,-1.1,-1.0,0.09,23,0.04,0.13,8,34.8,20.3,0,826,924,89.4,20,81,30,4,84,12793,3497,453,475,95.4,293,324,90.4,56,74,75.7,48,43,0,4,0,1,0,4,3,0,0,0,1,0,537,3098,1829,37,37,10,13,9,819,83,819,83,537,3098,1829,37,37,10,13,9,10,8,0,7,3,4,13,30.8,9,6,2,4,9,19,6,0,886,35,3,6,4,31,15,12,0,4,0,3,13,3,20,3,1,0,0,60,Match Report
440,Wolves,2019-01-14,0.1,199,8,3,42,254,0,817,1,198,@,Manchester City,eng Premier League,L 0-3,0,3,-3,24,0,0,0,0,0.1,0.1,-2.7,-2.0,0.1,0.1,-0.1,-0.1,-0.1,0.05,3,0.00,,0,0.0,21.7,0,199,297,67.0,2,6,3,0,11,3930,1672,83,98,84.7,76,97,78.4,32,82,39.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,164,817,416,5,4,2,7,6,198,11,198,11,164,817,416,5,4,2,7,6,18,8,13,4,1,9,21,42.9,12,16,8,8,10,28,36,0,254,42,9,2,5,1,11,1,1,0,0,1,4,3,32,1,0,1,1,42,Match Report
441,Chelsea,2019-01-19,0.9,593,8,3,67,643,0,2934,22,588,@,Arsenal,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,0.9,0.9,-0.6,-0.6,0.9,1.4,-0.9,-0.9,-0.9,0.07,13,0.00,0.00,1,7.7,17.7,0,593,697,85.1,12,38,17,1,66,9753,3218,289,315,91.7,186,220,84.5,72,95,75.8,22,20,2,0,0,0,0,0,0,0,0,0,0,0,486,2934,1493,34,34,8,12,21,588,65,588,65,486,2934,1493,34,34,8,12,21,13,8,5,5,3,4,12,33.3,8,11,1,10,14,27,8,2,643,54,14,6,17,24,22,6,2,3,0,0,8,3,21,0,0,0,0,67,Match Report
442,Brighton,2019-01-19,0.8,336,10,3,52,386,2,1424,14,330,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,0.8,0.8,-1.7,-0.9,0.7,0.6,+0.2,+0.2,+0.3,0.11,7,0.14,0.33,3,42.9,13.6,0,336,440,76.4,6,19,5,2,22,6578,2404,143,160,89.4,122,147,83.0,55,94,58.5,14,9,3,0,0,2,0,2,2,0,0,0,0,0,241,1424,631,10,11,1,18,7,330,21,330,21,241,1424,631,10,11,1,18,7,17,10,9,5,3,7,15,46.7,8,14,6,8,13,30,21,0,386,52,12,1,12,23,21,5,2,2,0,2,13,3,24,2,0,1,0,52,Match Report
443,Burnley,2019-01-19,1.8,238,5,0,65,329,0,757,21,237,@,Watford,eng Premier League,D 0-0,0,0,0,46,0,0,0,0,1.8,1.8,+0.5,+0.5,1.2,0.7,-1.8,-1.8,-1.2,0.15,12,0.00,0.00,3,25.0,14.7,1,238,387,61.5,8,18,10,4,28,4527,2165,101,131,77.1,87,133,65.4,37,93,39.8,21,14,3,0,1,2,1,0,0,0,0,0,0,0,173,757,332,3,6,1,15,8,237,28,237,28,173,757,332,3,6,1,15,8,12,5,5,5,2,3,6,50.0,3,6,3,3,9,21,20,0,329,50,13,2,1,25,23,7,6,0,1,8,3,0,,8,0,0,0,65,Match Report
444,Everton,2019-01-19,0.9,386,15,3,58,467,2,1448,12,380,@,Southampton,eng Premier League,L 1-2,1,2,-1,61,1,0,0,0,0.9,0.9,+0.2,+0.2,0.9,0.5,+0.1,+0.1,+0.1,0.14,7,0.14,0.50,2,28.6,16.8,0,386,537,71.9,6,29,11,4,47,6979,2361,166,201,82.6,163,206,79.1,42,86,48.8,12,10,0,1,1,0,0,2,1,0,0,1,0,0,355,1448,726,16,11,3,26,16,380,47,380,47,355,1448,726,16,11,3,26,16,21,15,13,7,1,5,11,45.5,6,9,3,6,12,33,17,0,467,68,14,1,6,21,36,6,0,4,0,2,14,3,25,2,0,0,1,58,Match Report
445,Liverpool,2019-01-19,2.6,668,12,3,58,735,7,3039,34,665,,Crystal Palace,eng Premier League,W 4-3,4,3,+1,70,4,0,0,0,2.6,2.6,+1.9,+1.9,1.1,1.3,+1.4,+1.4,+0.9,0.14,19,0.21,0.44,9,47.4,15.7,0,668,787,84.9,16,65,24,3,92,11347,3565,319,357,89.4,287,320,89.7,52,78,66.7,34,25,3,3,2,1,0,7,6,0,0,1,0,0,660,3039,1791,40,43,7,19,10,665,92,665,92,660,3039,1791,40,43,7,19,10,19,12,4,11,4,13,23,56.5,10,9,3,6,3,22,18,0,735,51,11,2,3,22,26,8,3,3,0,1,12,3,8,1,0,0,0,58,Match Report
446,West Ham,2019-01-19,1.1,523,9,3,63,588,0,2801,14,519,@,Bournemouth,eng Premier League,L 0-2,0,2,-2,61,0,0,0,0,1.1,1.1,0.0,0.0,1.2,1.0,-1.1,-1.1,-1.2,0.14,9,0.00,0.00,1,11.1,18.5,0,523,645,81.1,6,38,10,3,56,8662,3177,257,295,87.1,184,213,86.4,52,86,60.5,14,12,0,0,2,0,0,0,0,0,0,0,0,0,493,2801,1311,20,23,3,13,17,519,56,519,56,493,2801,1311,20,23,3,13,17,13,9,6,5,2,10,18,55.6,8,8,1,7,11,24,19,0,588,54,10,1,6,22,30,3,1,2,0,3,14,3,21,3,0,0,0,63,Match Report
447,Newcastle Utd,2019-01-19,2.0,327,8,1,50,388,5,1480,29,325,,Cardiff City,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,2.0,2.0,+1.7,+1.7,2.0,0.9,+1.0,+1.0,+1.0,0.13,16,0.19,0.50,6,37.5,15.5,0,327,446,73.3,15,23,9,1,34,5841,2842,154,184,83.7,112,138,81.2,43,78,55.1,29,21,6,0,2,0,0,5,4,0,0,1,0,0,263,1480,768,17,14,6,19,21,325,34,325,34,263,1480,768,17,14,6,19,21,17,8,9,5,3,4,13,30.8,9,14,3,11,13,30,30,0,388,57,6,2,5,27,38,7,2,4,0,1,18,1,6,1,0,0,0,50,Match Report
448,Bournemouth,2019-01-19,1.1,298,12,3,66,361,4,1977,18,295,,West Ham,eng Premier League,W 2-0,2,0,+2,39,2,0,0,0,1.1,1.1,0.0,0.0,0.8,0.8,+0.9,+0.9,+0.2,0.11,10,0.20,0.50,4,40.0,16.4,0,298,406,73.4,6,22,3,0,26,4956,2195,158,186,84.9,101,138,73.2,30,56,53.6,18,11,1,3,2,1,0,4,3,0,1,0,0,0,321,1977,1165,22,22,8,12,3,295,26,295,26,321,1977,1165,22,22,8,12,3,24,12,11,11,2,7,16,43.8,9,14,2,12,11,35,28,0,361,41,13,4,2,18,19,2,0,1,0,4,10,3,7,4,0,0,0,66,Match Report
449,Crystal Palace,2019-01-19,0.7,227,17,3,51,289,5,1293,15,226,@,Liverpool,eng Premier League,L 3-4,3,4,-1,30,3,0,0,0,0.7,0.7,-1.9,-1.9,0.5,0.4,+2.3,+2.3,+2.5,0.07,9,0.33,1.00,3,33.3,13.9,0,227,331,68.6,7,22,3,1,31,4428,2016,107,127,84.3,86,113,76.1,33,77,42.9,15,10,2,1,1,1,0,5,3,1,0,1,0,0,204,1293,639,13,3,5,11,6,226,31,226,31,204,1293,639,13,3,5,11,6,23,17,20,3,0,13,21,61.9,8,13,3,10,11,34,39,2,289,39,7,0,6,10,11,3,3,0,0,3,8,3,12,3,0,0,0,51,Match Report
450,Leicester City,2019-01-19,1.9,360,5,3,49,448,4,1786,25,357,@,Wolves,eng Premier League,L 3-4,3,4,-1,54,2,0,0,0,1.9,1.9,-0.1,-0.1,1.4,1.1,+0.1,+0.1,+0.6,0.12,16,0.13,0.33,6,37.5,16.3,0,360,505,71.3,11,30,7,0,39,6316,2369,180,211,85.3,122,172,70.9,47,93,50.5,25,16,2,4,1,2,0,4,1,1,1,0,1,0,347,1786,876,17,21,8,15,12,357,39,357,39,347,1786,876,17,21,8,15,12,14,5,6,6,2,4,9,44.4,5,13,2,11,10,24,21,0,448,57,12,0,6,22,28,9,5,4,0,0,11,3,23,0,0,0,0,49,Match Report
451,Watford,2019-01-19,1.3,334,14,2,43,398,0,1605,16,330,,Burnley,eng Premier League,D 0-0,0,0,0,54,0,0,0,0,1.3,1.3,-0.5,-0.5,1.3,0.9,-1.3,-1.3,-1.3,0.15,9,0.00,0.00,3,33.3,16.1,0,334,451,74.1,8,26,9,4,35,6078,2181,138,162,85.2,141,170,82.9,45,94,47.9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,315,1605,766,15,9,3,22,9,330,34,330,34,315,1605,766,15,9,3,22,9,17,14,11,6,0,9,14,64.3,5,3,2,1,10,27,36,1,398,51,17,2,0,14,18,1,1,0,0,2,5,2,25,2,0,0,0,43,Match Report
452,Wolves,2019-01-19,1.9,293,10,2,61,372,7,1069,23,290,,Leicester City,eng Premier League,W 4-3,4,3,+1,46,4,0,0,0,1.9,1.9,+0.1,+0.1,1.9,1.2,+2.1,+2.1,+2.1,0.16,12,0.33,0.57,7,58.3,16.8,0,293,426,68.8,10,23,10,2,30,5276,2198,139,173,80.3,100,139,71.9,42,84,50.0,23,20,2,0,0,1,0,7,6,1,0,0,0,0,205,1069,650,16,10,5,22,10,290,29,290,29,205,1069,650,16,10,5,22,10,20,10,8,11,1,8,25,32.0,17,15,5,10,13,33,30,3,372,53,10,2,4,18,25,5,3,1,0,1,13,2,14,1,0,0,1,61,Match Report
453,Cardiff City,2019-01-19,0.3,242,19,3,50,321,0,1433,16,239,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,0.3,0.3,-1.7,-1.7,0.2,0.5,-0.3,-0.3,-0.2,0.03,9,0.00,0.00,1,11.1,19.8,0,242,381,63.5,6,24,8,0,32,4605,2105,102,138,73.9,85,117,72.6,40,83,48.2,16,10,3,0,2,1,0,0,0,0,0,0,0,0,195,1433,800,15,7,3,11,13,239,32,239,32,195,1433,800,15,7,3,11,13,25,19,11,13,1,4,5,80.0,1,16,5,11,10,35,24,0,321,60,12,1,2,22,27,10,7,3,0,0,13,3,13,0,0,0,0,50,Match Report
454,Arsenal,2019-01-19,1.5,299,22,3,55,344,4,1395,24,299,,Chelsea,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,1.5,1.5,+0.6,+0.6,1.4,1.3,+0.5,+0.5,+0.6,0.12,13,0.15,0.40,5,38.5,12.7,0,299,395,75.7,11,17,11,5,30,5650,2224,109,132,82.6,127,153,83.0,45,75,60.0,24,18,3,2,0,1,0,4,3,0,1,0,0,0,250,1395,695,14,9,2,15,9,299,30,299,30,250,1395,695,14,9,2,15,9,35,22,21,9,5,13,26,50.0,13,7,2,5,20,55,41,0,344,50,15,0,1,14,19,5,0,0,0,1,11,3,22,1,0,0,0,55,Match Report
455,Manchester Utd,2019-01-19,2.4,457,9,3,46,506,4,1916,38,454,,Brighton,eng Premier League,W 2-1,2,1,+1,56,1,1,1,0,2.4,1.7,+1.7,+0.9,1.3,0.6,-0.4,-0.7,-0.3,0.09,19,0.05,0.25,4,21.1,18.5,2,457,551,82.9,14,28,7,1,45,6852,2508,230,256,89.8,160,188,85.1,29,49,59.2,38,27,3,2,3,3,0,4,2,0,1,0,1,0,331,1916,1169,21,14,1,8,10,454,45,454,45,331,1916,1169,21,14,1,8,10,12,9,7,2,3,5,9,55.6,4,12,1,11,5,17,17,0,506,44,10,1,6,16,20,6,0,5,0,1,11,3,8,1,1,0,0,46,Match Report
456,Southampton,2019-01-19,0.7,226,15,3,67,297,1,1156,20,222,,Everton,eng Premier League,W 2-1,2,1,+1,39,1,0,0,0,0.7,0.7,-0.2,-0.2,0.6,0.8,+0.3,+0.3,-0.6,0.07,11,0.09,0.25,4,36.4,13.9,0,226,349,64.8,9,22,5,1,35,3811,1821,119,144,82.6,74,118,62.7,24,63,38.1,20,15,3,0,1,0,1,1,0,0,0,0,0,1,196,1156,526,12,6,3,19,16,222,35,222,35,196,1156,526,12,6,3,19,16,20,15,8,11,1,4,13,30.8,9,15,4,11,21,41,42,0,297,49,13,2,0,20,22,7,4,3,0,3,9,3,26,3,0,0,0,67,Match Report
457,Fulham,2019-01-20,0.9,189,7,3,51,233,0,998,21,189,,Tottenham,eng Premier League,L 1-2,1,2,-1,28,0,0,0,0,0.9,0.9,-0.9,-0.9,0.8,0.6,-0.9,-0.9,-0.8,0.08,12,0.00,0.00,4,33.3,19.6,0,189,289,65.4,9,11,5,2,21,4092,2240,77,95,81.1,70,91,76.9,38,80,47.5,21,15,3,0,2,1,0,0,0,0,0,0,0,0,155,998,409,10,9,2,28,5,189,21,189,21,155,998,409,10,9,2,28,5,13,7,10,2,1,5,11,45.5,6,8,3,5,15,28,42,1,233,49,9,0,0,17,19,7,2,4,1,7,11,3,22,7,0,0,0,51,Match Report
458,Manchester City,2019-01-20,2.0,672,10,3,57,727,6,2533,24,669,@,Huddersfield,eng Premier League,W 3-0,3,0,+3,67,3,0,0,0,2.0,2.0,+1.0,+1.0,2.0,1.5,+1.0,+1.0,+1.0,0.16,12,0.25,0.75,4,33.3,13.8,0,672,774,86.8,12,59,17,2,66,11400,3561,314,344,91.3,283,319,88.7,60,83,72.3,24,18,3,1,2,0,0,6,5,0,1,0,0,0,452,2533,1604,31,18,6,16,17,669,66,669,66,452,2533,1604,31,18,6,16,17,13,10,5,6,2,9,12,75.0,3,4,0,4,11,24,13,1,727,45,11,1,2,11,20,4,1,2,0,2,5,3,21,2,0,0,0,57,Match Report
459,Tottenham,2019-01-20,1.7,618,10,2,51,687,4,2640,27,614,@,Fulham,eng Premier League,W 2-1,2,1,+1,72,2,0,0,0,1.7,1.7,+0.9,+0.9,1.7,2.0,+0.3,+0.3,+0.3,0.12,14,0.14,0.40,5,35.7,14.1,0,618,751,82.3,12,41,18,7,58,11002,3447,295,344,85.8,227,255,89.0,78,115,67.8,27,25,1,0,0,1,0,4,4,0,0,0,0,0,560,2640,1306,25,24,3,18,8,614,58,614,58,560,2640,1306,25,24,3,18,8,13,10,5,5,3,8,16,50.0,8,13,3,10,8,21,16,1,687,63,17,1,4,32,31,10,6,2,0,1,10,2,9,1,0,0,1,51,Match Report
460,Huddersfield,2019-01-20,0.9,269,11,2,58,335,0,1149,9,267,,Manchester City,eng Premier League,L 0-3,0,3,-3,33,0,0,0,0,0.9,0.9,-1.0,-1.0,0.2,0.3,-0.9,-0.9,-0.2,0.18,5,0.00,0.00,2,40.0,15.2,0,269,385,69.9,4,25,3,2,28,4654,1973,129,159,81.1,96,130,73.8,32,72,44.4,9,8,0,1,0,0,0,0,0,0,0,0,0,0,266,1149,538,12,13,2,15,4,267,27,267,27,266,1149,538,12,13,2,15,4,22,11,16,6,0,5,20,25.0,15,6,2,4,11,33,22,0,335,48,11,1,1,14,23,1,1,0,0,2,5,2,30,2,0,0,0,58,Match Report
461,Cardiff City,2019-01-29,0.8,179,9,3,51,220,2,816,33,174,@,Arsenal,eng Premier League,L 1-2,1,2,-1,30,1,0,0,0,0.8,0.8,-1.8,-1.0,0.6,0.4,+0.2,+0.2,+0.4,0.04,19,0.05,0.50,2,10.5,21.2,1,179,270,66.3,14,16,5,3,21,3925,2105,63,85,74.1,70,93,75.3,38,74,51.4,33,22,5,2,1,3,0,2,1,0,1,0,0,0,143,816,301,4,10,2,12,9,174,20,174,20,143,816,301,4,10,2,12,9,16,9,11,3,2,1,8,12.5,7,16,6,10,11,27,27,0,220,49,13,0,3,16,20,7,3,4,0,1,3,3,16,1,0,1,0,51,Match Report
462,Burnley,2019-01-29,0.8,156,5,1,36,206,3,884,10,156,@,Manchester Utd,eng Premier League,D 2-2,2,2,0,27,2,0,0,0,0.8,0.8,-2.3,-1.5,0.8,0.5,+1.2,+1.2,+1.2,0.13,6,0.33,0.50,4,66.7,16.6,0,156,258,60.5,6,11,3,1,13,3109,1502,79,102,77.5,51,68,75.0,25,76,32.9,10,9,1,0,0,0,0,3,3,0,0,0,0,0,155,884,485,6,4,2,12,3,156,13,156,13,155,884,485,6,4,2,12,3,13,5,6,7,0,3,9,33.3,6,14,8,6,12,25,58,1,206,48,12,0,0,7,18,3,2,0,0,4,6,1,13,4,0,1,0,36,Match Report
463,Arsenal,2019-01-29,2.6,537,8,3,41,577,4,2692,28,530,,Cardiff City,eng Premier League,W 2-1,2,1,+1,70,1,1,1,0,2.6,1.8,+1.8,+1.0,1.6,1.4,-0.6,-0.8,-0.6,0.13,14,0.07,0.33,3,21.4,16.9,0,537,631,85.1,13,30,19,0,53,7994,3020,279,311,89.7,203,226,89.8,25,44,56.8,28,22,3,2,0,1,0,4,2,0,1,0,1,0,428,2692,1547,32,24,8,18,15,530,53,530,53,428,2692,1547,32,24,8,18,15,13,8,8,3,2,4,8,50.0,4,11,8,3,7,20,24,0,577,54,12,0,0,11,25,4,1,1,0,0,12,3,30,0,1,0,0,41,Match Report
