Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
7215,Christian Benteke,0.0,0,3,0,1,2022-03-05,31-092,be BEL,Crystal Palace,@,Wolves,eng Premier League,W 2-0,N,22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,1,0,1,46,13,2,2,100.0,1,1,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,FW,Match Report
7216,Vicente Guaita,0.0,0,19,0,0,2022-03-05,35-054,es ESP,Crystal Palace,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,32,59.4,0,0,0,0,0,440,242,5,5,100.0,9,9,100.0,4,16,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,GK,Match Report
7217,Michail Antonio,0.2,4,12,1,0,2022-03-05,31-342,jm JAM,West Ham,@,Liverpool,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.05,4,0.00,0.00,2,50.0,18.9,0,4,0.00,0.00,2,50.0,18.9,0,12,18,66.7,0,2,0,0,2,223,61,6,9,66.7,3,3,100.0,2,2,100.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,FW,Match Report
7218,Steven Alzate,0.0,0,52,0,0,2022-03-05,23-178,co COL,Brighton,@,Newcastle Utd,eng Premier League,L 1-2,Y,78,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,52,55,94.5,0,5,0,0,8,857,225,27,29,93.1,21,21,100.0,4,5,80.0,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,0,0,0,0,11,MF,Match Report
7219,Ollie Watkins,0.7,2,10,0,0,2022-03-05,26-065,eng ENG,Aston Villa,,Southampton,eng Premier League,W 4-0,Y,90,1,0,1,1,0,0,0,0.7,0.7,0.8,1.6,0.1,1.6,+0.3,+0.3,-0.8,0.37,2,0.50,0.50,2,100.0,14.7,0,2,0.50,0.50,2,100.0,14.7,0,10,12,83.3,3,1,1,0,2,163,64,4,6,66.7,4,4,100.0,1,1,100.0,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0,0,0,0,0,0,FW,Match Report
7220,Valentino Livramento,0.0,0,54,4,0,2022-03-05,19-113,eng ENG,Southampton,@,Aston Villa,eng Premier League,L 0-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,0.5,0.7,0.0,0.0,-0.7,,0,,,0,,,0,0,,,0,,,0,54,68,79.4,3,1,1,0,4,718,225,36,40,90.0,15,18,83.3,1,6,16.7,4,3,1,3,0,3,3,100.0,0,1,0,1,3,7,0,0,0,0,0,0,9,DF,Match Report
7221,Wilfried Zaha,0.9,1,24,1,3,2022-03-05,29-115,ci CIV,Crystal Palace,@,Wolves,eng Premier League,W 2-0,Y,90,1,0,1,0,1,1,0,0.9,0.1,0.6,1.4,0.9,0.7,+0.1,-0.1,-0.6,0.07,1,0.00,,0,0.0,31.0,0,1,0.00,,0,0.0,31.0,0,24,30,80.0,3,1,3,1,3,341,118,15,16,93.8,7,9,77.8,1,1,100.0,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,3,0,0,0,7,FW,Match Report
7222,Dan Burn,0.2,1,12,0,0,2022-03-05,29-300,eng ENG,Newcastle Utd,,Brighton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,-0.2,-0.2,0.0,0.20,1,0.00,,0,0.0,3.5,0,1,0.00,,0,0.0,3.5,0,12,21,57.1,0,1,0,0,1,238,89,2,6,33.3,10,11,90.9,0,3,0.0,0,0,0,0,0,0,0,,0,2,2,0,4,4,6,0,0,0,0,0,5,DF,Match Report
7223,Raúl Jiménez,0.0,0,8,0,0,2022-03-05,30-304,mx MEX,Wolves,,Crystal Palace,eng Premier League,L 0-2,N,28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,8,10,80.0,0,0,0,0,2,128,36,3,4,75.0,4,5,80.0,1,1,100.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,3,FW,Match Report
7224,Marc Albrighton,0.0,0,30,3,0,2022-03-05,32-107,eng ENG,Leicester City,,Leeds United,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,30,57,52.6,2,1,0,0,1,399,180,20,26,76.9,8,16,50.0,1,10,10.0,3,2,2,1,0,2,5,40.0,3,1,0,1,2,5,3,0,0,0,0,0,5,"FW,DF",Match Report
7225,N'Golo Kanté,0.0,0,35,2,0,2022-03-05,30-341,fr FRA,Chelsea,@,Burnley,eng Premier League,W 4-0,Y,69,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,35,39,89.7,3,3,4,0,9,495,210,18,19,94.7,15,17,88.2,1,1,100.0,2,2,1,1,0,2,2,100.0,0,1,0,1,1,3,0,0,0,0,0,0,7,MF,Match Report
7226,Solly March,0.0,0,13,0,0,2022-03-05,27-228,eng ENG,Brighton,@,Newcastle Utd,eng Premier League,L 1-2,N,32,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,13,16,81.3,1,0,1,0,2,217,29,5,6,83.3,6,6,100.0,1,3,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"DF,FW",Match Report
7227,Ben Gibson,0.0,0,51,1,0,2022-03-05,29-049,eng ENG,Norwich City,,Brentford,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,51,61,83.6,0,2,0,0,4,1004,370,15,16,93.8,28,30,93.3,7,13,53.8,1,0,1,0,0,0,0,,0,2,2,0,0,1,2,0,0,0,2,0,4,DF,Match Report
7228,Ashley Young,0.0,1,40,1,0,2022-03-05,36-239,eng ENG,Aston Villa,,Southampton,eng Premier League,W 4-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,0.00,1,100.0,29.8,0,1,0.00,0.00,1,100.0,29.8,0,40,49,81.6,0,3,1,0,1,573,267,22,25,88.0,14,15,93.3,2,4,50.0,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,2,0,0,0,0,0,9,"DF,FW",Match Report
7229,Maxwel Cornet,0.1,1,4,0,1,2022-03-05,25-159,ci CIV,Burnley,,Chelsea,eng Premier League,L 0-4,N,28,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,,0,0.0,26.8,1,1,0.00,,0,0.0,26.8,1,4,7,57.1,0,0,0,0,0,32,8,3,5,60.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,2,"FW,MF",Match Report
7230,Saúl Ñíguez,0.0,0,64,2,0,2022-03-05,27-104,es ESP,Chelsea,@,Burnley,eng Premier League,W 4-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,64,78,82.1,2,1,1,1,1,959,231,42,46,91.3,17,23,73.9,4,5,80.0,2,1,2,0,0,0,0,,0,1,1,0,0,2,3,0,0,0,0,0,2,"DF,MF",Match Report
7231,Joelinton,0.0,0,24,2,0,2022-03-05,25-203,br BRA,Newcastle Utd,,Brighton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,24,32,75.0,1,3,0,0,4,415,143,13,15,86.7,7,8,87.5,3,4,75.0,2,2,2,0,0,1,2,50.0,1,3,0,3,2,4,5,1,0,0,0,0,8,"MF,FW",Match Report
7232,Conor Gallagher,0.1,2,24,1,0,2022-03-05,22-027,eng ENG,Crystal Palace,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,2,0.00,0.00,2,100.0,24.2,0,2,0.00,0.00,2,100.0,24.2,0,24,33,72.7,0,2,1,0,1,407,138,11,11,100.0,8,10,80.0,3,6,50.0,1,0,0,1,0,0,2,0.0,2,1,0,1,4,5,2,0,0,0,0,0,5,MF,Match Report
7233,Fraser Forster,0.0,0,21,0,0,2022-03-05,33-353,eng ENG,Southampton,@,Aston Villa,eng Premier League,L 0-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,21,31,67.7,0,0,0,0,0,632,418,1,1,100.0,11,11,100.0,9,19,47.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,GK,Match Report
7234,Michael Olise,0.1,2,20,0,0,2022-03-05,20-083,fr FRA,Crystal Palace,@,Wolves,eng Premier League,W 2-0,Y,81,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.07,2,0.00,0.00,2,100.0,16.4,0,2,0.00,0.00,2,100.0,16.4,0,20,23,87.0,1,1,0,0,1,380,104,11,11,100.0,5,6,83.3,4,5,80.0,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,1,0,0,0,0,0,4,"FW,MF",Match Report
7235,Wout Weghorst,0.1,1,9,0,0,2022-03-05,29-210,nl NED,Burnley,,Chelsea,eng Premier League,L 0-4,Y,77,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.12,1,0.00,,0,0.0,11.5,0,1,0.00,,0,0.0,11.5,0,9,15,60.0,0,1,1,0,3,113,50,7,10,70.0,1,3,33.3,1,1,100.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,3,FW,Match Report
7236,Sadio Mané,1.1,5,44,1,0,2022-03-05,29-329,sn SEN,Liverpool,,West Ham,eng Premier League,W 1-0,Y,90,1,0,1,1,0,0,0,1.1,1.1,0.2,1.2,0.1,1.2,-0.1,-0.1,-0.2,0.22,5,0.20,1.00,1,20.0,16.9,0,5,0.20,1.00,1,20.0,16.9,0,44,58,75.9,2,4,2,0,9,575,158,25,30,83.3,17,21,81.0,0,0,,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,0,0,0,0,6,FW,Match Report
7237,Fabian Schär,0.1,1,15,2,0,2022-03-05,30-075,ch SUI,Newcastle Utd,,Brighton,eng Premier League,W 2-1,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.08,1,1.00,1.00,1,100.0,9.5,0,1,1.00,1.00,1,100.0,9.5,0,15,24,62.5,0,0,0,0,0,326,143,6,9,66.7,6,7,85.7,3,7,42.9,2,2,1,1,0,1,1,100.0,0,1,0,1,3,5,6,0,0,0,0,0,2,DF,Match Report
7238,Kelechi Iheanacho,0.0,0,9,0,2,2022-03-05,25-153,ng NGA,Leicester City,,Leeds United,eng Premier League,W 1-0,N,30,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,9,13,69.2,1,0,1,0,1,73,20,6,8,75.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,2,0,0,0,0,FW,Match Report
7239,Daniel James,0.1,2,17,0,0,2022-03-05,24-115,wls WAL,Leeds United,@,Leicester City,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.0,0.4,-0.1,-0.1,-0.3,0.05,2,0.00,0.00,1,50.0,16.1,0,2,0.00,0.00,1,50.0,16.1,0,17,23,73.9,2,1,2,0,5,195,63,11,12,91.7,4,7,57.1,0,0,,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,"FW,MF",Match Report
7240,Charlie Taylor,0.0,0,24,2,0,2022-03-05,28-168,eng ENG,Burnley,,Chelsea,eng Premier League,L 0-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,38,63.2,0,1,0,0,1,366,130,11,13,84.6,13,14,92.9,0,7,0.0,2,2,1,1,0,2,2,100.0,0,1,1,0,3,5,4,0,0,0,0,0,6,DF,Match Report
7241,Trent Alexander-Arnold,0.2,3,86,1,0,2022-03-05,23-149,eng ENG,Liverpool,,West Ham,eng Premier League,W 1-0,Y,90,0,1,1,0,0,0,0,0.2,0.2,1.5,1.6,0.8,1.6,-0.2,-0.2,-0.5,0.05,3,0.00,0.00,1,33.3,24.4,1,3,0.00,0.00,1,33.3,24.4,1,86,106,81.1,5,13,1,0,7,1497,544,44,47,93.6,26,34,76.5,11,19,57.9,1,1,0,0,1,1,2,50.0,1,3,1,2,2,3,1,0,0,0,0,0,10,DF,Match Report
7242,Kurt Zouma,0.0,0,24,1,0,2022-03-05,27-129,fr FRA,West Ham,@,Liverpool,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,27,88.9,0,0,0,0,0,379,96,11,12,91.7,11,13,84.6,1,1,100.0,1,0,0,1,0,0,0,,0,2,2,0,5,6,9,0,0,0,0,0,1,DF,Match Report
7243,Danny Welbeck,0.4,2,10,0,0,2022-03-05,31-099,eng ENG,Brighton,@,Newcastle Utd,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.19,2,0.00,0.00,1,50.0,11.1,0,2,0.00,0.00,1,50.0,11.1,0,10,20,50.0,0,2,0,0,1,108,22,7,12,58.3,2,4,50.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,"FW,MF",Match Report
7244,Marc Guéhi,0.0,0,26,1,0,2022-03-05,21-235,eng ENG,Crystal Palace,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,26,37,70.3,0,1,0,0,0,529,188,9,11,81.8,14,17,82.4,3,8,37.5,1,0,1,0,0,0,0,,0,1,1,0,0,1,5,0,0,0,0,0,4,DF,Match Report
7245,Max Kilman,0.0,0,41,2,0,2022-03-05,24-286,eng ENG,Wolves,,Crystal Palace,eng Premier League,L 0-2,Y,78,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,41,53,77.4,0,4,0,0,4,735,274,18,22,81.8,19,20,95.0,4,8,50.0,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,2,1,0,0,1,0,5,DF,Match Report
7246,Ryan Fraser,0.9,2,15,0,0,2022-03-05,28-009,sct SCO,Newcastle Utd,,Brighton,eng Premier League,W 2-1,Y,78,1,1,2,1,0,0,0,0.9,0.9,0.1,1.0,0.1,1.0,+0.1,+0.1,+0.9,0.45,2,0.50,0.50,2,100.0,10.3,0,2,0.50,0.50,2,100.0,10.3,0,15,28,53.6,1,1,0,0,1,218,46,11,14,78.6,3,7,42.9,1,6,16.7,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,0,0,0,0,7,"FW,MF",Match Report
7247,Joël Veltman,0.0,1,50,1,0,2022-03-05,30-049,nl NED,Brighton,@,Newcastle Utd,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,1,0.00,,0,0.0,25.2,0,1,0.00,,0,0.0,25.2,0,50,65,76.9,1,11,1,0,5,798,237,22,26,84.6,26,31,83.9,1,3,33.3,1,0,1,0,0,1,3,33.3,2,2,0,2,3,4,1,0,0,0,0,0,4,DF,Match Report
7248,Chiquinho,0.3,1,1,0,0,2022-03-05,22-028,pt POR,Wolves,,Crystal Palace,eng Premier League,L 0-2,N,12,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.32,1,0.00,0.00,1,100.0,6.1,0,1,0.00,0.00,1,100.0,6.1,0,1,4,25.0,0,0,0,0,0,6,0,1,1,100.0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"DF,FW",Match Report
7249,Calum Chambers,0.0,0,27,1,0,2022-03-05,27-044,eng ENG,Aston Villa,,Southampton,eng Premier League,W 4-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,27,42,64.3,0,1,1,0,2,556,207,6,11,54.5,19,24,79.2,2,7,28.6,1,1,1,0,0,0,0,,0,2,1,1,0,1,8,0,0,0,0,0,6,DF,Match Report
7250,Jacob Murphy,0.7,2,10,1,0,2022-03-05,27-009,eng ENG,Newcastle Utd,,Brighton,eng Premier League,W 2-1,Y,63,0,0,0,0,0,0,0,0.7,0.7,0.0,0.8,0.0,0.8,-0.7,-0.7,0.0,0.36,2,0.00,0.00,1,50.0,14.3,0,2,0.00,0.00,1,50.0,14.3,0,10,17,58.8,1,1,2,0,2,122,50,6,8,75.0,3,6,50.0,0,1,0.0,1,1,0,0,1,1,1,100.0,0,2,1,1,1,2,1,0,0,0,0,0,6,"FW,DF",Match Report
7251,Christian Nørgaard,0.0,0,15,0,0,2022-03-05,27-360,dk DEN,Brentford,@,Norwich City,eng Premier League,W 3-1,Y,58,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,15,19,78.9,1,4,1,0,4,241,113,8,10,80.0,5,7,71.4,1,1,100.0,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0,0,0,0,0,2,MF,Match Report
7252,Billy Gilmour,0.1,2,53,0,0,2022-03-05,20-267,sct SCO,Norwich City,,Brentford,eng Premier League,L 1-3,Y,73,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.1,0.4,-0.1,-0.1,-0.3,0.06,2,0.00,0.00,1,50.0,18.6,0,2,0.00,0.00,1,50.0,18.6,0,53,67,79.1,2,6,4,2,5,900,197,22,26,84.6,24,27,88.9,5,12,41.7,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,0,0,0,0,4,MF,Match Report
7253,Virgil van Dijk,0.1,1,68,0,0,2022-03-05,30-240,nl NED,Liverpool,,West Ham,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.09,1,0.00,,0,0.0,10.7,0,1,0.00,,0,0.0,10.7,0,68,76,89.5,0,6,0,0,3,1358,469,22,27,81.5,39,41,95.1,7,8,87.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,0,0,0,0,6,DF,Match Report
7254,Ivan Toney,1.7,1,14,0,1,2022-03-05,25-354,eng ENG,Brentford,@,Norwich City,eng Premier League,W 3-1,Y,90,3,0,3,1,2,2,0,1.7,0.1,0.0,1.8,0.0,0.2,+1.3,+0.9,0.0,0.15,1,1.00,1.00,1,100.0,30.8,0,1,1.00,1.00,1,100.0,30.8,0,14,25,56.0,1,2,1,0,4,163,67,10,16,62.5,3,4,75.0,0,0,,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,1,1,0,0,1,FW,Match Report
7255,Jonny Castro,0.1,1,44,0,0,2022-03-05,28-002,es ESP,Wolves,,Crystal Palace,eng Premier League,L 0-2,N,66,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.1,0.1,-0.1,-0.1,0.0,0.08,1,0.00,,0,0.0,16.5,0,1,0.00,,0,0.0,16.5,0,44,56,78.6,1,3,3,1,8,650,255,27,31,87.1,12,16,75.0,4,5,80.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0,0,0,0,0,7,DF,Match Report
7256,Mohamed Salah,0.7,6,33,0,1,2022-03-05,29-263,eg EGY,Liverpool,,West Ham,eng Premier League,W 1-0,Y,78,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0.1,0.8,-0.7,-0.7,-0.1,0.11,6,0.00,0.00,3,50.0,18.7,0,6,0.00,0.00,3,50.0,18.7,0,33,42,78.6,1,4,0,0,4,385,100,20,26,76.9,9,10,90.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,2,FW,Match Report
7257,Joachim Andersen,0.0,0,26,1,0,2022-03-05,25-278,dk DEN,Crystal Palace,@,Wolves,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,26,39,66.7,2,2,0,0,2,600,268,6,7,85.7,14,19,73.7,6,11,54.5,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,6,0,0,0,0,0,2,DF,Match Report
7258,Matt Targett,0.1,1,26,2,0,2022-03-05,26-168,eng ENG,Newcastle Utd,,Brighton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0.3,-0.1,-0.1,-0.2,0.06,1,0.00,,0,0.0,17.6,0,1,0.00,,0,0.0,17.6,0,26,37,70.3,1,2,0,0,1,437,276,12,16,75.0,13,16,81.3,1,5,20.0,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,2,0,0,0,0,0,4,DF,Match Report
7259,Ethan Pinnock,0.0,0,31,1,1,2022-03-05,28-280,jm JAM,Brentford,@,Norwich City,eng Premier League,W 3-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,31,40,77.5,1,2,0,0,3,662,328,14,17,82.4,11,15,73.3,6,8,75.0,1,0,1,0,0,0,0,,0,1,0,1,2,3,12,0,1,0,0,0,4,DF,Match Report
7260,Grant Hanley,0.0,0,45,1,0,2022-03-05,30-105,sct SCO,Norwich City,,Brentford,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,45,58,77.6,0,2,0,0,1,744,256,22,26,84.6,20,22,90.9,3,10,30.0,1,0,0,1,0,0,0,,0,0,0,0,3,4,4,0,0,0,0,0,5,DF,Match Report
7261,Ruben Loftus-Cheek,0.0,0,19,0,1,2022-03-05,26-041,eng ENG,Chelsea,@,Burnley,eng Premier League,W 4-0,N,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,19,20,95.0,0,1,0,0,2,285,73,13,13,100.0,5,6,83.3,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,0,0,0,1,"MF,DF",Match Report
7262,Robin Koch,0.1,3,31,1,0,2022-03-05,25-231,de GER,Leeds United,@,Leicester City,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.04,3,0.00,,0,0.0,19.0,0,3,0.00,,0,0.0,19.0,0,31,36,86.1,0,7,1,0,4,531,174,15,17,88.2,13,13,100.0,1,2,50.0,1,1,0,1,0,0,2,0.0,2,4,2,2,0,1,3,0,0,0,0,0,8,"MF,DF",Match Report
7263,Jakub Moder,0.0,0,17,3,0,2022-03-05,22-332,pl POL,Brighton,@,Newcastle Utd,eng Premier League,L 1-2,Y,58,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,17,25,68.0,1,1,3,1,2,272,114,10,11,90.9,6,10,60.0,1,1,100.0,3,1,1,1,1,1,1,100.0,0,2,0,2,1,4,0,0,0,0,0,0,5,MF,Match Report
7264,Tim Krul,0.0,0,9,0,0,2022-03-05,33-336,nl NED,Norwich City,,Brentford,eng Premier League,L 1-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,19,47.4,0,0,0,0,0,291,206,2,2,100.0,2,2,100.0,5,15,33.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
7265,Naby Keïta,0.0,1,61,1,0,2022-03-05,27-023,gn GUI,Liverpool,,West Ham,eng Premier League,W 1-0,Y,89,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.1,0.2,0.0,0.0,-0.1,0.02,1,0.00,,0,0.0,29.4,0,1,0.00,,0,0.0,29.4,0,61,65,93.8,2,5,0,0,4,888,199,30,31,96.8,27,28,96.4,1,1,100.0,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0,0,0,0,0,3,MF,Match Report
7266,Che Adams,0.6,2,10,1,0,2022-03-05,25-235,sct SCO,Southampton,@,Aston Villa,eng Premier League,L 0-4,Y,90,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,-0.6,-0.6,0.0,0.32,2,0.00,0.00,1,50.0,6.8,0,2,0.00,0.00,1,50.0,6.8,0,10,12,83.3,0,0,0,0,0,132,6,7,8,87.5,1,1,100.0,1,1,100.0,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,0,0,0,0,1,FW,Match Report
7267,Pascal Struijk,0.0,0,50,2,0,2022-03-05,22-206,nl NED,Leeds United,@,Leicester City,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,50,60,83.3,1,5,0,0,3,986,267,19,20,95.0,24,27,88.9,7,12,58.3,2,1,2,0,0,2,2,100.0,0,2,1,1,2,4,1,0,0,0,0,0,7,"DF,MF",Match Report
