Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
3011,Sadio Mané,0.7,4,32,0,0,2021-11-07,29-211,sn SEN,Liverpool,@,West Ham,eng Premier League,L 2-3,Y,90,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,0.1,0.7,-0.7,-0.7,0.0,0.17,4,0.00,0.00,1,25.0,16.6,0,4,0.00,0.00,1,25.0,16.6,0,32,43,74.4,1,4,4,0,7,439,127,20,22,90.9,9,12,75.0,1,3,33.3,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,0,0,0,0,0,0,3,FW,Match Report
3012,Daniel James,0.2,6,19,1,0,2021-11-07,23-362,wls WAL,Leeds United,,Leicester City,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.1,0.2,-0.2,-0.2,0.0,0.04,6,0.00,,0,0.0,19.5,0,6,0.00,,0,0.0,19.5,0,19,32,59.4,0,2,2,0,6,253,56,15,20,75.0,4,9,44.4,0,0,,1,1,0,0,1,0,0,,0,1,0,1,1,2,0,0,0,0,0,0,6,"FW,MF",Match Report
3013,Allan,0.0,0,38,4,0,2021-11-07,30-303,br BRA,Everton,,Tottenham,eng Premier League,D 0-0,Y,81,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,38,44,86.4,3,10,3,0,12,726,269,15,17,88.2,16,16,100.0,5,7,71.4,4,3,1,2,1,0,2,0.0,2,0,0,0,0,4,0,0,0,0,0,0,5,MF,Match Report
3014,Trent Alexander-Arnold,0.2,2,60,0,0,2021-11-07,23-031,eng ENG,Liverpool,@,West Ham,eng Premier League,L 2-3,Y,90,1,1,2,1,0,0,0,0.2,0.2,0.6,0.7,0.5,0.7,+0.8,+0.8,+0.4,0.08,2,0.50,1.00,1,50.0,20.2,1,2,0.50,1.00,1,50.0,20.2,1,60,83,72.3,4,8,3,1,6,1168,554,23,32,71.9,20,26,76.9,13,20,65.0,0,0,0,0,0,0,0,,0,0,0,0,4,4,1,0,0,0,0,0,9,DF,Match Report
3015,Kurt Zouma,0.4,1,19,0,0,2021-11-07,27-011,fr FRA,West Ham,,Liverpool,eng Premier League,W 3-2,Y,90,1,0,1,1,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,+0.6,+0.6,0.0,0.38,1,1.00,1.00,1,100.0,1.9,0,1,1.00,1.00,1,100.0,1.9,0,19,25,76.0,0,1,0,0,1,372,125,6,6,100.0,11,13,84.6,1,5,20.0,0,0,0,0,0,0,0,,0,3,3,0,2,2,7,0,0,0,0,0,5,DF,Match Report
3016,Mason Holgate,0.0,0,0,0,0,2021-11-07,25-016,eng ENG,Everton,,Tottenham,eng Premier League,D 0-0,N,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,2,0.0,0,0,0,0,0,0,0,0,0,,0,2,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,DF,Match Report
3017,Ben Foster,0.0,0,20,0,0,2021-11-07,38-218,eng ENG,Watford,@,Arsenal,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,20,40,50.0,0,0,0,0,0,623,493,6,6,100.0,4,4,100.0,10,29,34.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,GK,Match Report
3018,Matt Doherty,0.0,0,14,0,0,2021-11-07,29-295,ie IRL,Tottenham,@,Everton,eng Premier League,D 0-0,N,20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,17,82.4,0,0,1,1,1,228,77,9,10,90.0,3,4,75.0,2,3,66.7,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0,0,0,0,0,4,DF,Match Report
3019,Pierre-Emerick Aubameyang,0.9,2,9,1,1,2021-11-07,32-142,ga GAB,Arsenal,,Watford,eng Premier League,W 1-0,Y,90,0,0,0,0,0,1,1,0.9,0.1,0.0,0.9,0.0,0.1,-0.9,-0.1,0.0,0.04,2,0.00,,0,0.0,24.6,0,2,0.00,,0,0.0,24.6,0,9,18,50.0,0,0,0,0,0,136,0,6,7,85.7,3,8,37.5,0,1,0.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,1,0,0,0,2,FW,Match Report
3020,Giovani Lo Celso,0.0,1,8,0,1,2021-11-07,25-212,ar ARG,Tottenham,@,Everton,eng Premier League,D 0-0,N,20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,27.3,0,1,0.00,,0,0.0,27.3,0,8,11,72.7,0,3,0,0,2,161,62,5,6,83.3,2,4,50.0,1,1,100.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,0,0,0,1,"MF,FW",Match Report
3021,Liam Cooper,0.0,0,42,3,0,2021-11-07,30-069,sct SCO,Leeds United,,Leicester City,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,42,51,82.4,0,4,0,0,2,930,374,9,11,81.8,26,27,96.3,6,12,50.0,3,2,2,1,0,3,3,100.0,0,0,0,0,3,6,2,1,0,0,0,0,4,DF,Match Report
3022,Emerson,0.1,1,47,3,0,2021-11-07,22-297,br BRA,Tottenham,@,Everton,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,,0,0.0,9.0,0,1,0.00,,0,0.0,9.0,0,47,58,81.0,0,2,1,0,2,624,154,35,38,92.1,12,17,70.6,0,1,0.0,3,1,3,0,0,2,4,50.0,2,1,0,1,1,4,3,0,0,0,0,0,3,"DF,MF",Match Report
3023,Virgil van Dijk,0.0,1,66,0,0,2021-11-07,30-122,nl NED,Liverpool,@,West Ham,eng Premier League,L 2-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,13.8,0,1,0.00,,0,0.0,13.8,0,66,73,90.4,0,9,0,0,5,1111,356,34,35,97.1,27,28,96.4,5,9,55.6,0,0,0,0,0,0,0,,0,2,2,0,2,2,2,0,0,0,0,0,6,DF,Match Report
3024,Mohamed Salah,0.1,2,26,0,0,2021-11-07,29-145,eg EGY,Liverpool,@,West Ham,eng Premier League,L 2-3,Y,90,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0.3,-0.1,-0.1,+0.8,0.05,2,0.00,,0,0.0,14.8,0,2,0.00,,0,0.0,14.8,0,26,33,78.8,2,0,1,0,2,284,51,15,15,100.0,7,9,77.8,0,0,,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,5,FW,Match Report
3025,Ainsley Maitland-Niles,0.0,1,29,5,0,2021-11-07,24-070,eng ENG,Arsenal,,Watford,eng Premier League,W 1-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.3,0.2,0.0,0.0,-0.2,0.01,1,0.00,,0,0.0,32.9,0,1,0.00,,0,0.0,32.9,0,29,35,82.9,1,5,1,0,8,594,170,5,10,50.0,22,22,100.0,2,3,66.7,5,3,3,2,0,1,1,100.0,0,0,0,0,2,7,2,0,0,0,0,0,8,MF,Match Report
3026,Kiko Femenía,0.0,0,40,3,0,2021-11-07,30-278,es ESP,Watford,@,Arsenal,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,40,50,80.0,0,5,0,0,8,745,361,19,20,95.0,16,17,94.1,4,9,44.4,3,2,3,0,0,2,4,50.0,2,0,0,0,2,5,6,0,0,0,0,0,6,DF,Match Report
3027,João Pedro,0.0,0,8,0,0,2021-11-07,20-042,br BRA,Watford,@,Arsenal,eng Premier League,L 0-1,N,29,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,8,10,80.0,1,1,1,1,2,157,56,4,5,80.0,2,2,100.0,2,3,66.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,"FW,MF",Match Report
3028,James Maddison,0.0,0,5,0,0,2021-11-07,24-349,eng ENG,Leicester City,@,Leeds United,eng Premier League,D 1-1,N,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,5,8,62.5,0,1,1,0,2,65,26,4,5,80.0,1,1,100.0,0,2,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
3029,Ashley Fletcher,0.0,0,0,1,0,2021-11-07,26-036,eng ENG,Watford,@,Arsenal,eng Premier League,L 0-1,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,FW,Match Report
3030,Pascal Struijk,0.0,0,48,1,0,2021-11-07,22-088,nl NED,Leeds United,,Leicester City,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,48,57,84.2,0,4,1,0,11,789,324,22,25,88.0,23,25,92.0,2,4,50.0,1,1,0,1,0,0,0,,0,1,0,1,2,3,1,0,0,0,0,0,9,"DF,MF",Match Report
3031,Takumi Minamino,0.0,0,7,1,0,2021-11-07,26-295,jp JPN,Liverpool,@,West Ham,eng Premier League,L 2-3,N,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,7,7,100.0,0,0,0,0,0,89,8,3,3,100.0,3,3,100.0,0,0,,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,"FW,MF",Match Report
3032,Jonny Evans,0.0,0,40,2,0,2021-11-07,33-308,nir NIR,Leicester City,@,Leeds United,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,40,56,71.4,0,3,0,0,3,752,463,15,17,88.2,20,24,83.3,5,14,35.7,2,2,2,0,0,2,3,66.7,1,1,1,0,0,2,6,0,0,0,0,0,10,DF,Match Report
3033,Richarlison,0.0,1,8,0,0,2021-11-07,24-181,br BRA,Everton,,Tottenham,eng Premier League,D 0-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,13.5,0,1,0.00,,0,0.0,13.5,0,8,13,61.5,0,1,0,0,0,96,6,6,7,85.7,2,2,100.0,0,2,0.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,0,0,0,0,3,FW,Match Report
3034,Vladimír Coufal,0.0,0,0,0,0,2021-11-07,29-077,cz CZE,West Ham,,Liverpool,eng Premier League,W 3-2,N,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,1,0.0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,DF,Match Report
3035,Ezri Konsa,0.0,0,29,0,0,2021-11-20,24-028,eng ENG,Aston Villa,,Brighton,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,29,31,93.5,1,1,0,0,0,578,244,10,10,100.0,18,18,100.0,1,2,50.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,0,0,0,0,2,DF,Match Report
3036,Odsonne Édouard,0.0,0,0,0,0,2021-11-20,23-308,fr FRA,Crystal Palace,@,Burnley,eng Premier League,D 3-3,N,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
3037,Teemu Pukki,0.1,2,8,1,0,2021-11-20,31-236,fi FIN,Norwich City,,Southampton,eng Premier League,W 2-1,Y,90,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.07,2,0.50,0.50,2,100.0,9.4,0,2,0.50,0.50,2,100.0,9.4,0,8,12,66.7,0,0,0,0,0,89,8,4,5,80.0,3,3,100.0,0,0,,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,0,0,0,0,0,0,1,FW,Match Report
3038,Danny Ings,0.0,0,9,0,0,2021-11-20,29-120,eng ENG,Aston Villa,,Brighton,eng Premier League,W 2-0,Y,65,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,9,11,81.8,0,1,0,0,1,99,18,6,6,100.0,2,3,66.7,0,0,,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,0,0,0,0,3,FW,Match Report
3039,Mohammed Salisu,0.0,1,69,0,0,2021-11-20,22-217,gh GHA,Southampton,@,Norwich City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,0.00,1,100.0,30.9,0,1,0.00,0.00,1,100.0,30.9,0,69,93,74.2,0,10,0,0,7,1257,578,31,35,88.6,31,40,77.5,7,17,41.2,0,0,0,0,0,0,0,,0,2,1,1,4,4,5,0,0,0,0,0,12,DF,Match Report
3040,Matěj Vydra,0.5,1,0,0,0,2021-11-20,29-203,cz CZE,Burnley,,Crystal Palace,eng Premier League,D 3-3,N,7,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,0.5,-0.5,-0.5,0.0,0.54,1,0.00,0.00,1,100.0,14.9,0,1,0.00,0.00,1,100.0,14.9,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
3041,Sergi Canós,0.1,2,19,3,0,2021-11-20,24-291,es ESP,Brentford,@,Newcastle Utd,eng Premier League,D 3-3,Y,90,0,2,2,0,0,0,0,0.1,0.1,0.4,0.5,0.3,0.5,-0.1,-0.1,+1.6,0.06,2,0.00,,0,0.0,18.1,1,2,0.00,,0,0.0,18.1,1,19,31,61.3,2,1,3,1,4,313,165,13,17,76.5,4,6,66.7,2,6,33.3,3,2,3,0,0,1,4,25.0,3,0,0,0,0,3,2,0,0,0,0,0,8,"DF,FW",Match Report
3042,Ibrahima Diallo,0.0,0,41,3,0,2021-11-20,22-257,fr FRA,Southampton,@,Norwich City,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,-0.2,,0,,,0,,,0,0,,,0,,,0,41,49,83.7,2,5,0,0,6,639,115,22,25,88.0,12,16,75.0,4,4,100.0,3,2,1,1,1,2,4,50.0,2,0,0,0,0,3,0,0,0,0,0,0,9,MF,Match Report
3043,Reece James,0.2,1,67,3,0,2021-11-20,21-347,eng ENG,Chelsea,@,Leicester City,eng Premier League,W 3-0,Y,90,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,0.1,0.5,-0.2,-0.2,+0.7,0.17,1,0.00,,0,0.0,24.0,1,1,0.00,,0,0.0,24.0,1,67,83,80.7,2,4,0,0,4,907,223,38,41,92.7,22,25,88.0,2,4,50.0,3,3,1,2,0,0,2,0.0,2,0,0,0,0,3,0,0,0,0,0,0,4,DF,Match Report
3044,Jacob Ramsey,0.0,0,28,1,0,2021-11-20,20-176,eng ENG,Aston Villa,,Brighton,eng Premier League,W 2-0,Y,83,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,28,33,84.8,0,3,0,0,3,442,81,12,16,75.0,13,14,92.9,1,1,100.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,0,0,0,0,3,MF,Match Report
3045,James Tarkowski,0.1,2,22,2,0,2021-11-20,29-001,eng ENG,Burnley,,Crystal Palace,eng Premier League,D 3-3,Y,90,0,2,2,0,0,0,0,0.1,0.1,0.2,0.3,0.2,0.3,-0.1,-0.1,+1.8,0.06,2,0.00,0.00,1,50.0,10.7,0,2,0.00,0.00,1,50.0,10.7,0,22,29,75.9,2,1,0,0,2,410,193,11,15,73.3,7,8,87.5,3,4,75.0,2,2,1,1,0,1,1,100.0,0,1,0,1,2,4,7,0,0,0,0,0,4,DF,Match Report
3046,Callum Hudson-Odoi,0.1,2,24,1,1,2021-11-20,21-013,eng ENG,Chelsea,@,Leicester City,eng Premier League,W 3-0,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.2,-0.1,-0.1,-0.1,0.04,2,0.00,0.00,1,50.0,13.3,0,2,0.00,0.00,1,50.0,13.3,0,24,31,77.4,1,1,1,0,4,276,77,15,18,83.3,6,6,100.0,0,2,0.0,1,1,0,1,0,1,2,50.0,1,2,0,2,0,1,0,0,1,0,0,0,5,"MF,FW",Match Report
3047,Hwang Hee-chan,0.0,0,30,1,0,2021-11-20,25-298,kr KOR,Wolves,,West Ham,eng Premier League,W 1-0,Y,86,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,30,38,78.9,1,1,1,0,5,480,55,14,17,82.4,14,15,93.3,2,2,100.0,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,0,0,0,0,5,"FW,MF",Match Report
3048,Pontus Jansson,0.0,0,18,1,0,2021-11-20,30-280,se SWE,Brentford,@,Newcastle Utd,eng Premier League,D 3-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,18,22,81.8,0,0,0,0,1,394,178,3,4,75.0,12,14,85.7,3,4,75.0,1,0,0,1,0,0,0,,0,2,1,1,1,2,8,0,0,0,0,0,0,DF,Match Report
3049,Emile Smith Rowe,0.0,0,18,0,0,2021-11-20,21-115,eng ENG,Arsenal,@,Liverpool,eng Premier League,L 0-4,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,18,21,85.7,0,2,0,0,2,293,37,7,7,100.0,10,11,90.9,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,0,0,0,0,4,"MF,FW",Match Report
3050,Diogo Jota,1.2,2,12,0,0,2021-11-20,24-351,pt POR,Liverpool,,Arsenal,eng Premier League,W 4-0,Y,75,1,0,1,1,0,0,0,1.2,1.2,0.0,1.2,0.0,1.2,-0.2,-0.2,0.0,0.59,2,0.50,0.50,2,100.0,11.3,0,2,0.50,0.50,2,100.0,11.3,0,12,22,54.5,0,3,1,0,4,169,79,6,8,75.0,6,10,60.0,0,2,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,5,FW,Match Report
3051,Antonio Rüdiger,0.2,1,53,2,0,2021-11-20,28-262,de GER,Chelsea,@,Leicester City,eng Premier League,W 3-0,Y,90,1,0,1,1,0,0,0,0.2,0.2,0.0,0.3,0.0,0.3,+0.8,+0.8,0.0,0.23,1,1.00,1.00,1,100.0,6.5,0,1,1.00,1.00,1,100.0,6.5,0,53,68,77.9,1,4,1,0,2,998,209,22,28,78.6,22,25,88.0,9,11,81.8,2,1,1,1,0,2,2,100.0,0,1,0,1,0,2,3,0,0,0,0,0,8,DF,Match Report
3052,Timothy Castagne,0.0,0,36,3,0,2021-11-20,25-350,be BEL,Leicester City,,Chelsea,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,36,46,78.3,0,3,0,0,0,488,155,22,28,78.6,10,13,76.9,2,2,100.0,3,2,0,3,0,1,2,50.0,1,3,0,3,2,5,1,0,0,0,0,0,6,DF,Match Report
3053,Daniel Amartey,0.0,1,28,1,0,2021-11-20,26-334,gh GHA,Leicester City,,Chelsea,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1,0.00,0.00,1,100.0,33.3,0,1,0.00,0.00,1,100.0,33.3,0,28,43,65.1,0,1,0,0,0,392,126,15,21,71.4,11,12,91.7,1,4,25.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,0,0,0,0,5,DF,Match Report
3054,Albert Sambi Lokonga,0.0,1,25,1,0,2021-11-20,22-029,be BEL,Arsenal,@,Liverpool,eng Premier League,L 0-4,Y,52,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,0.00,1,100.0,30.4,0,1,0.00,0.00,1,100.0,30.4,0,25,31,80.6,0,1,0,0,0,338,29,15,17,88.2,9,12,75.0,0,0,,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,0,1,0,0,0,0,5,MF,Match Report
3055,Christian Pulisic,0.6,2,7,0,1,2021-11-20,23-063,us USA,Chelsea,@,Leicester City,eng Premier League,W 3-0,N,29,1,0,1,1,0,0,0,0.6,0.6,0.0,0.6,0.0,0.6,+0.4,+0.4,0.0,0.28,2,0.50,1.00,1,50.0,5.3,0,2,0.50,1.00,1,50.0,5.3,0,7,8,87.5,1,1,0,0,1,87,4,4,5,80.0,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,"MF,FW",Match Report
3056,Declan Rice,0.0,1,57,1,0,2021-11-20,22-310,eng ENG,West Ham,@,Wolves,eng Premier League,L 0-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,0.00,1,100.0,26.2,0,1,0.00,0.00,1,100.0,26.2,0,57,63,90.5,0,3,0,0,6,1012,229,23,24,95.8,29,30,96.7,4,7,57.1,1,1,0,1,0,0,2,0.0,2,2,0,2,1,2,1,0,0,0,0,0,3,MF,Match Report
3057,Marc Cucurella,0.0,0,43,0,0,2021-11-20,23-121,es ESP,Brighton,@,Aston Villa,eng Premier League,L 0-2,Y,63,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,43,51,84.3,0,1,0,0,1,747,130,18,21,85.7,24,27,88.9,1,2,50.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,DF,Match Report
3058,Theo Walcott,0.1,1,7,0,0,2021-11-20,32-249,eng ENG,Southampton,@,Norwich City,eng Premier League,L 1-2,N,29,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.07,1,0.00,,0,0.0,11.8,0,1,0.00,,0,0.0,11.8,0,7,10,70.0,0,2,0,0,0,105,12,5,6,83.3,1,2,50.0,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"MF,FW",Match Report
3059,Çağlar Söyüncü,0.0,0,33,2,0,2021-11-20,25-181,tr TUR,Leicester City,,Chelsea,eng Premier League,L 0-3,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,33,43,76.7,0,0,0,0,3,472,218,23,26,88.5,7,9,77.8,3,4,75.0,2,1,1,1,0,2,3,66.7,1,1,1,0,2,4,1,0,0,0,0,0,3,DF,Match Report
3060,Matty Cash,0.0,1,26,0,0,2021-11-20,24-105,pl POL,Aston Villa,,Brighton,eng Premier League,W 2-0,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,0.00,1,100.0,10.2,0,1,0.00,0.00,1,100.0,10.2,0,26,33,78.8,0,0,1,0,1,452,74,11,13,84.6,13,14,92.9,2,5,40.0,0,0,0,0,0,0,2,0.0,2,1,0,1,3,3,4,0,0,0,0,0,1,DF,Match Report
3061,Manuel Lanzini,0.0,0,41,0,0,2021-11-20,28-278,ar ARG,West Ham,@,Wolves,eng Premier League,L 0-1,N,32,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,41,43,95.3,0,5,0,0,3,601,104,24,24,100.0,16,18,88.9,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,4,"MF,FW",Match Report
3062,Lewis Dunk,0.0,0,89,1,0,2021-11-20,29-364,eng ENG,Brighton,@,Aston Villa,eng Premier League,L 0-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,89,92,96.7,0,4,0,0,2,2001,640,16,16,100.0,60,60,100.0,13,16,81.3,1,1,0,1,0,0,0,,0,1,1,0,1,2,5,0,0,0,0,0,5,DF,Match Report
3063,Jason Steele,0.0,0,34,0,0,2021-11-20,31-094,eng ENG,Brighton,@,Aston Villa,eng Premier League,L 0-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,34,38,89.5,0,0,0,0,0,744,408,9,9,100.0,21,21,100.0,4,8,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,GK,Match Report
