Rk,Team,Date,xG,Cmp,TklW,Subs,Recov,Live,GCA,TotDist,SCA,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Subs,Mn/Sub,Off,PKwon,PKcon,OG,Recov,Match Report
162,Liverpool,2023-10-21,2.2,685,9,4,76,747,3,3113,45,684,,Everton,eng Premier League,W 2-0,2,0,+2,77,1,1,1,0,2.2,1.4,+2.1,+1.3,1.2,1.0,-0.2,-0.4,-0.2,0.06,25,0.04,0.20,5,20.0,22.4,1,685,804,85.2,19,53,14,1,64,11212,3743,327,355,92.1,281,312,90.1,45,81,55.6,45,31,6,3,3,2,0,3,3,0,0,0,0,0,502,3113,1851,45,36,14,14,9,684,64,684,64,502,3113,1851,45,36,14,14,9,13,9,3,8,2,8,20,40.0,12,7,1,6,7,20,14,0,747,55,9,1,5,27,28,12,3,6,0,2,5,4,23,2,0,0,0,76,Match Report
163,Chelsea,2023-10-21,1.3,386,10,3,59,430,2,1461,16,382,,Arsenal,eng Premier League,D 2-2,2,2,0,44,1,1,1,0,1.3,0.6,+0.3,-0.4,0.4,0.7,+0.7,+0.4,+0.6,0.06,10,0.10,0.25,4,40.0,20.4,0,386,475,81.3,8,17,5,1,20,6517,2003,187,206,90.8,155,173,89.6,32,69,46.4,16,10,0,1,2,0,3,2,1,0,0,1,0,0,343,1461,730,17,6,6,16,12,382,20,382,20,343,1461,730,17,6,6,16,12,17,10,16,1,0,9,15,60.0,6,11,5,6,9,26,18,1,430,43,14,0,1,8,18,2,2,0,0,2,8,3,13,2,0,0,0,59,Match Report
164,Nott'ham Forest,2023-10-21,2.9,414,9,5,58,497,4,1794,33,409,,Luton Town,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,2.9,2.9,+1.2,+1.2,1.6,1.1,-0.9,-0.9,+0.4,0.16,19,0.11,0.25,8,42.1,11.1,0,414,543,76.2,11,28,8,6,33,7095,2801,175,211,82.9,180,221,81.4,40,70,57.1,33,25,3,2,3,0,0,4,4,0,0,0,0,0,316,1794,1008,17,7,3,17,4,409,31,409,31,316,1794,1008,17,7,3,17,4,14,9,7,6,1,5,11,45.5,6,16,4,12,9,23,26,1,497,44,11,6,3,19,19,4,2,1,0,2,14,5,9,2,0,0,0,58,Match Report
165,Brighton,2023-10-21,0.8,459,5,5,37,495,2,1745,9,454,@,Manchester City,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,0.8,0.8,+0.1,+0.1,0.6,0.5,+0.2,+0.2,-0.6,0.17,5,0.20,0.33,3,60.0,12.1,0,459,530,86.6,4,19,5,0,20,6842,2284,243,263,92.4,174,192,90.6,22,39,56.4,9,6,1,2,0,0,0,2,1,0,1,0,0,0,415,1745,946,16,10,2,11,9,454,20,454,20,415,1745,946,16,10,2,11,9,10,5,5,5,0,5,15,33.3,10,10,1,9,12,22,17,1,495,34,11,2,1,7,11,2,1,0,0,1,10,5,34,1,0,0,0,37,Match Report
166,Brentford,2023-10-21,3.1,373,11,4,57,441,6,1564,39,372,,Burnley,eng Premier League,W 3-0,3,0,+3,50,3,0,0,0,3.1,3.1,+1.9,+1.9,2.5,2.2,-0.1,-0.1,-0.5,0.14,23,0.13,0.33,9,39.1,15.0,1,373,487,76.6,14,24,11,3,45,6599,2191,163,188,86.7,163,197,82.7,37,76,48.7,39,26,4,1,4,2,2,6,6,0,0,0,0,0,313,1564,837,21,14,10,12,4,372,45,372,45,313,1564,837,21,14,10,12,4,17,11,6,7,4,8,17,47.1,9,10,1,9,8,25,13,0,441,44,12,4,6,21,19,5,4,0,0,2,9,4,10,2,0,0,0,57,Match Report
167,Crystal Palace,2023-10-21,1.2,329,11,3,53,382,0,1321,25,328,@,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,41,0,0,0,0,1.2,1.2,-1.2,-1.2,0.8,0.5,-1.2,-1.2,-0.8,0.07,17,0.00,0.00,3,17.6,17.8,1,329,427,77.0,11,24,5,1,32,5222,2045,177,196,90.3,123,155,79.4,21,48,43.8,25,16,3,1,4,1,0,0,0,0,0,0,0,0,297,1321,681,10,13,2,15,4,328,32,328,32,297,1321,681,10,13,2,15,4,20,11,9,9,2,5,14,35.7,9,7,0,7,11,31,24,1,382,44,6,0,3,15,20,8,3,4,0,1,15,3,18,1,0,0,0,53,Match Report
168,Burnley,2023-10-21,1.1,390,4,5,45,434,0,1815,12,386,@,Brentford,eng Premier League,L 0-3,0,3,-3,50,0,0,0,0,1.1,1.1,-1.9,-1.9,1.1,0.6,-1.1,-1.1,-1.1,0.19,6,0.00,0.00,1,16.7,20.2,0,390,484,80.6,5,23,2,0,22,6850,2364,175,190,92.1,175,201,87.1,34,71,47.9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,355,1815,906,22,15,6,19,9,386,22,386,22,355,1815,906,22,15,6,19,9,7,4,5,2,0,3,13,23.1,10,14,6,8,11,18,27,0,434,48,16,1,4,14,14,5,2,3,0,2,8,5,22,2,0,0,0,45,Match Report
169,Wolves,2023-10-21,2.4,545,15,3,63,603,4,2453,37,540,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,65,2,0,0,0,2.4,2.4,+1.7,+1.7,1.9,1.6,-0.4,-0.4,+0.1,0.12,21,0.10,0.29,7,33.3,16.2,0,545,653,83.5,18,35,16,4,46,8734,2821,296,330,89.7,208,237,87.8,34,63,54.0,37,26,4,1,4,1,1,4,4,0,0,0,0,0,432,2453,1252,24,21,7,12,12,540,45,540,45,432,2453,1252,24,21,7,12,12,26,15,15,8,3,12,20,60.0,8,10,2,8,12,38,16,0,603,49,14,1,3,28,17,12,7,0,0,1,13,3,23,1,0,0,0,63,Match Report
170,Arsenal,2023-10-21,1.0,509,9,5,54,572,2,1720,21,502,@,Chelsea,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,1.0,1.0,-0.3,+0.4,0.9,0.7,+1.0,+1.0,+0.1,0.08,13,0.15,0.67,3,23.1,14.3,0,509,608,83.7,11,40,7,2,55,9108,3084,216,251,86.1,239,259,92.3,44,72,61.1,21,11,4,1,3,1,1,2,2,0,0,0,0,0,407,1720,873,13,13,3,13,8,502,55,502,55,407,1720,873,13,13,3,13,8,19,9,7,6,6,7,11,63.6,4,9,1,8,9,28,5,2,572,35,8,1,4,16,11,7,6,0,0,1,7,5,23,1,0,1,0,54,Match Report
171,Manchester City,2023-10-21,0.8,561,7,3,39,602,2,2089,17,555,,Brighton,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,0.8,0.8,-0.1,-0.1,0.6,0.4,+1.2,+1.2,+0.4,0.08,10,0.20,0.40,5,50.0,18.8,1,561,636,88.2,7,47,6,0,38,9889,2778,235,246,95.5,268,289,92.7,48,73,65.8,17,13,0,3,0,1,0,2,1,0,1,0,0,0,419,2089,1086,25,14,11,11,5,555,37,555,37,419,2089,1086,25,14,11,11,5,14,7,3,8,3,5,12,41.7,7,11,0,11,10,24,10,0,602,32,11,0,2,10,13,2,0,2,0,2,10,3,11,2,0,0,0,39,Match Report
172,Luton Town,2023-10-21,1.7,276,6,5,60,363,4,1683,23,272,@,Nott'ham Forest,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,1.7,1.7,-1.2,-1.2,1.1,0.7,+0.3,+0.3,-0.1,0.13,13,0.15,0.50,4,30.8,17.6,0,276,412,67.0,6,20,12,5,33,5319,2256,108,138,78.3,115,148,77.7,40,91,44.0,23,18,1,1,1,2,0,4,3,0,0,0,1,0,235,1683,733,17,11,4,20,9,272,33,272,33,235,1683,733,17,11,4,20,9,9,6,4,3,2,5,12,41.7,7,15,2,13,7,16,26,2,363,49,14,0,3,26,22,2,0,2,0,0,15,5,21,0,0,0,0,60,Match Report
173,Everton,2023-10-21,0.1,131,14,5,63,193,0,569,11,131,@,Liverpool,eng Premier League,L 0-2,0,2,-2,23,0,0,0,0,0.1,0.1,-2.1,-1.3,0.1,0.2,-0.1,-0.1,-0.1,0.02,6,0.00,0.00,1,16.7,35.2,0,131,244,53.7,4,6,4,1,12,2747,1627,52,71,73.2,51,83,61.4,24,71,33.8,11,6,0,3,0,0,2,0,0,0,0,0,0,0,103,569,244,4,3,0,18,5,131,12,131,12,103,569,244,4,3,0,18,5,17,14,13,3,1,8,16,50.0,8,15,11,4,14,31,28,1,193,50,11,0,0,6,18,4,4,0,0,1,6,5,27,1,0,1,0,63,Match Report
174,Manchester Utd,2023-10-21,1.1,471,8,5,73,560,4,2106,22,464,@,Sheffield Utd,eng Premier League,W 2-1,2,1,+1,62,2,0,0,0,1.1,1.1,-0.3,+0.5,0.5,0.6,+0.9,+0.9,+1.5,0.08,14,0.14,0.40,5,35.7,20.6,1,471,603,78.1,8,42,5,1,36,8015,2574,225,260,86.5,161,201,80.1,53,90,58.9,22,19,0,1,1,1,0,4,4,0,0,0,0,0,471,2106,1132,16,4,6,16,11,464,36,464,36,471,2106,1132,16,4,6,16,11,16,8,9,5,2,10,17,58.8,7,8,3,5,6,22,18,0,560,39,14,2,4,21,17,4,2,1,0,4,10,5,19,4,0,1,0,73,Match Report
175,Bournemouth,2023-10-21,0.6,252,12,5,51,294,2,1738,13,248,,Wolves,eng Premier League,L 1-2,1,2,-1,35,1,0,0,0,0.6,0.6,-1.7,-1.7,0.5,0.8,+0.4,+0.4,+0.5,0.09,7,0.14,0.25,4,57.1,17.1,0,252,349,72.2,5,23,5,1,23,4296,1755,104,130,80.0,120,139,86.3,19,57,33.3,13,11,0,1,1,0,0,2,2,0,0,0,0,0,290,1738,814,12,15,1,20,14,248,23,248,23,290,1738,814,12,15,1,20,14,18,12,8,7,3,6,15,40.0,9,14,5,9,8,26,20,1,294,55,11,0,1,14,26,3,1,0,0,0,9,5,19,0,0,0,0,51,Match Report
176,Newcastle Utd,2023-10-21,2.4,521,5,5,52,567,8,2144,20,519,,Crystal Palace,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,2.4,2.4,+1.2,+1.2,1.3,1.1,+1.6,+1.6,+1.7,0.24,10,0.40,0.57,7,70.0,10.2,0,521,612,85.1,6,34,12,3,55,9204,3102,222,250,88.8,239,270,88.5,47,64,73.4,20,16,1,2,0,1,0,8,7,0,1,0,0,0,469,2144,1046,13,15,3,18,15,519,54,519,54,469,2144,1046,13,15,3,18,15,8,5,2,6,0,4,12,33.3,8,18,4,14,7,15,16,0,567,45,13,0,5,18,15,6,0,1,1,0,8,5,19,0,0,0,0,52,Match Report
177,Aston Villa,2023-10-22,1.9,467,10,2,41,497,8,2604,30,459,,West Ham,eng Premier League,W 4-1,4,1,+3,58,3,1,1,0,1.9,1.1,+0.8,+0.1,1.2,1.0,+2.1,+1.9,+1.8,0.08,14,0.21,0.50,6,42.9,19.6,0,467,542,86.2,14,41,7,0,35,8168,2781,202,221,91.4,218,245,89.0,38,59,64.4,30,21,5,0,1,2,1,8,6,0,0,0,1,1,445,2604,1530,38,17,8,12,2,459,35,459,35,445,2604,1530,38,17,8,12,2,18,10,13,4,1,6,20,30.0,14,9,6,3,5,23,21,0,497,43,17,2,1,20,11,8,4,1,1,2,6,2,11,2,1,0,0,41,Match Report
178,West Ham,2023-10-22,1.1,312,3,3,44,351,2,1532,23,310,@,Aston Villa,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,1.1,1.1,-0.8,-0.1,0.8,0.8,-0.1,-0.1,+0.2,0.08,14,0.07,0.25,4,28.6,15.2,1,312,395,79.0,8,30,7,2,41,5501,2254,163,184,88.6,109,129,84.5,35,67,52.2,23,10,5,1,6,1,0,2,2,0,0,0,0,0,282,1532,830,18,9,7,7,12,310,41,310,41,282,1532,830,18,9,7,7,12,5,3,1,4,0,3,10,30.0,7,8,2,6,4,9,18,0,351,41,9,2,5,21,13,7,5,2,0,3,6,3,10,3,0,1,0,44,Match Report
179,Fulham,2023-10-23,1.0,419,11,5,57,453,0,1588,18,417,@,Tottenham,eng Premier League,L 0-2,0,2,-2,45,0,0,0,0,1.0,1.0,-0.5,-0.5,1.0,0.8,-1.0,-1.0,-1.0,0.10,10,0.00,0.00,3,30.0,17.6,0,419,513,81.7,9,29,6,2,27,8011,2609,169,183,92.3,170,194,87.6,66,97,68.0,18,14,2,2,0,0,0,0,0,0,0,0,0,0,387,1588,690,11,8,3,14,9,417,27,417,27,387,1588,690,11,8,3,14,9,19,11,9,7,3,7,16,43.8,9,24,6,18,12,31,13,2,453,54,14,3,6,19,22,5,2,3,0,6,13,5,29,6,0,0,0,57,Match Report
180,Tottenham,2023-10-23,1.5,540,12,5,55,580,4,2396,26,533,,Fulham,eng Premier League,W 2-0,2,0,+2,55,2,0,0,0,1.5,1.5,+0.5,+0.5,1.3,1.1,+0.5,+0.5,+0.7,0.10,15,0.13,0.40,5,33.3,17.2,0,540,631,85.6,12,42,8,0,53,8547,2713,266,288,92.4,231,258,89.5,24,39,61.5,26,16,3,1,3,2,1,4,3,0,1,0,0,0,486,2396,1371,24,10,8,10,12,533,53,533,53,486,2396,1371,24,10,8,10,12,19,12,9,6,4,10,22,45.5,12,14,3,11,6,25,14,0,580,47,20,2,4,11,19,3,2,0,0,4,19,5,18,4,0,0,0,55,Match Report
181,Crystal Palace,2023-10-27,0.6,174,14,5,44,210,2,682,22,173,,Tottenham,eng Premier League,L 1-2,1,2,-1,25,1,0,0,0,0.6,0.6,-0.5,-0.5,0.5,0.4,+0.4,+0.4,+0.5,0.05,13,0.08,0.33,3,23.1,17.2,0,174,264,65.9,10,10,4,2,15,3830,1741,65,83,78.3,76,99,76.8,32,73,43.8,22,12,5,1,3,0,1,2,1,1,0,0,0,0,132,682,273,10,7,2,11,10,173,15,173,15,132,682,273,10,7,2,11,10,24,14,9,13,2,13,21,61.9,8,15,5,10,10,34,14,0,210,53,13,0,5,20,21,11,6,4,0,1,9,5,19,1,0,0,1,44,Match Report
182,Tottenham,2023-10-27,1.1,696,14,5,49,721,2,2567,18,688,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,75,1,0,0,0,1.1,1.1,+0.5,+0.5,1.0,1.1,-0.1,-0.1,0.0,0.11,10,0.10,1.00,1,10.0,19.5,1,696,776,89.7,6,54,9,1,58,11768,3532,313,329,95.1,301,321,93.8,53,70,75.7,18,15,0,0,2,1,0,2,2,0,0,0,0,0,612,2567,1236,15,13,4,13,11,688,57,688,57,612,2567,1236,15,13,4,13,11,20,14,12,5,3,10,18,55.6,8,14,6,8,6,26,22,0,721,52,19,5,3,16,21,2,0,0,0,3,12,5,20,3,0,0,0,49,Match Report
183,Arsenal,2023-10-28,2.8,613,4,5,49,655,9,2516,24,603,,Sheffield Utd,eng Premier League,W 5-0,5,0,+5,67,4,1,1,0,2.8,2.0,+2.7,+1.9,1.6,1.3,+2.2,+2.0,+0.4,0.17,12,0.33,0.67,6,50.0,17.0,0,613,693,88.5,8,46,8,1,57,10330,3085,263,294,89.5,288,306,94.1,42,58,72.4,24,16,2,3,1,2,0,9,3,2,1,1,2,0,542,2516,1278,23,11,12,12,15,603,57,603,57,542,2516,1278,23,11,12,12,15,10,4,5,4,1,6,9,66.7,3,9,1,8,8,18,8,0,655,37,13,5,2,17,14,6,5,0,0,1,8,5,17,1,1,0,0,49,Match Report
184,Newcastle Utd,2023-10-28,2.2,480,12,1,45,514,3,2197,22,474,@,Wolves,eng Premier League,D 2-2,2,2,0,57,1,1,1,0,2.2,1.4,+1.3,+0.5,0.4,1.0,-0.2,-0.4,-0.4,0.14,12,0.08,0.33,3,25.0,14.2,0,480,567,84.7,7,21,6,2,36,7947,2572,223,244,91.4,212,242,87.6,31,60,51.7,22,15,0,4,1,1,1,3,0,0,0,1,1,1,391,2197,965,21,20,9,12,19,474,36,474,36,391,2197,965,21,20,9,12,19,16,12,8,6,2,7,29,24.1,22,10,3,7,10,26,20,1,514,53,14,2,1,16,26,7,2,4,0,0,7,1,19,0,1,0,0,45,Match Report
185,Bournemouth,2023-10-28,1.1,302,16,4,62,369,1,1635,19,300,,Burnley,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,1.1,1.1,+0.3,+0.3,0.7,0.7,+0.9,+0.9,-0.7,0.09,13,0.15,0.33,6,46.2,19.5,2,302,419,72.1,6,23,13,2,30,5111,1898,149,182,81.9,130,162,80.2,19,61,31.1,19,12,2,0,1,3,1,1,0,0,0,0,0,1,299,1635,762,12,12,3,17,6,300,30,300,30,299,1635,762,12,12,3,17,6,25,16,10,12,3,11,19,57.9,8,8,1,7,7,32,18,0,369,47,10,0,0,24,23,10,9,0,0,3,8,4,12,3,0,0,0,62,Match Report
186,Burnley,2023-10-28,0.8,409,9,5,47,463,2,2048,9,406,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,55,1,0,0,0,0.8,0.8,-0.3,-0.3,0.3,0.6,+0.2,+0.2,+0.7,0.14,6,0.17,0.33,3,50.0,18.0,0,409,520,78.7,5,24,5,1,34,6674,2326,199,229,86.9,165,187,88.2,31,72,43.1,9,6,2,0,1,0,0,2,1,0,0,1,0,0,388,2048,906,12,8,5,12,14,406,34,406,34,388,2048,906,12,8,5,12,14,12,9,7,5,0,6,16,37.5,10,11,3,8,9,21,24,1,463,56,12,0,1,11,25,5,1,0,1,1,9,5,24,1,0,0,0,47,Match Report
187,Chelsea,2023-10-28,1.9,686,8,4,48,736,0,2754,32,682,,Brentford,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,1.9,1.9,-0.3,-0.3,1.8,1.6,-1.9,-1.9,-1.8,0.12,17,0.00,0.00,2,11.8,16.1,1,686,785,87.4,13,78,15,2,70,11096,3218,366,390,93.8,267,297,89.9,44,72,61.1,32,23,2,5,1,1,0,0,0,0,0,0,0,0,586,2754,1538,29,28,9,13,13,682,70,682,70,586,2754,1538,29,28,9,13,13,11,8,5,2,4,6,16,37.5,10,6,1,5,13,24,13,0,736,49,6,4,1,23,27,10,4,3,0,0,11,4,17,0,0,0,0,48,Match Report
188,Wolves,2023-10-28,0.9,337,20,3,61,382,4,1828,18,334,,Newcastle Utd,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,0.9,0.9,-1.3,-0.5,0.7,0.5,+1.1,+1.1,+1.3,0.08,11,0.18,0.33,6,54.5,17.2,1,337,426,79.1,6,28,6,1,36,5814,1943,158,174,90.8,144,168,85.7,28,63,44.4,18,11,1,4,1,1,0,4,1,1,1,1,0,0,287,1828,908,19,14,6,17,9,334,36,334,36,287,1828,908,19,14,6,17,9,28,20,18,8,2,9,20,45.0,11,13,6,7,12,40,21,1,382,42,13,0,1,16,12,8,1,5,0,2,6,3,19,2,0,1,0,61,Match Report
189,Brentford,2023-10-28,2.2,266,10,4,49,317,3,1012,11,265,@,Chelsea,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,2.2,2.2,+0.3,+0.3,1.6,0.8,-0.2,-0.2,+0.4,0.31,7,0.29,0.40,5,71.4,12.7,0,266,363,73.3,5,15,7,3,27,4733,1926,127,154,82.5,106,131,80.9,29,65,44.6,11,10,0,1,0,0,0,3,3,0,0,0,0,0,202,1012,597,9,4,1,13,5,265,27,265,27,202,1012,597,9,4,1,13,5,19,10,12,6,1,6,20,30.0,14,16,5,11,7,26,35,0,317,46,12,3,3,6,19,1,0,0,0,0,6,4,16,0,0,0,0,49,Match Report
190,Sheffield Utd,2023-10-28,0.0,256,13,5,40,307,0,1035,4,256,@,Arsenal,eng Premier League,L 0-5,0,5,-5,33,0,0,0,0,0.0,0.0,-2.7,-1.9,0.0,0.1,0.0,0.0,0.0,0.02,2,0.00,,0,0.0,39.9,0,256,345,74.2,2,11,1,0,12,4451,1563,129,151,85.4,98,116,84.5,25,60,41.7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,217,1035,361,8,4,2,12,4,256,12,256,12,217,1035,361,8,4,2,12,4,20,13,11,8,1,5,11,45.5,6,12,4,8,8,28,20,1,307,37,10,0,1,5,12,1,1,0,0,1,6,5,22,1,0,1,0,40,Match Report
191,Brighton,2023-10-29,1.4,767,15,5,57,819,2,3181,28,758,,Fulham,eng Premier League,D 1-1,1,1,0,71,1,0,0,0,1.4,1.4,+0.7,+0.7,1.0,0.9,-0.4,-0.4,0.0,0.08,18,0.06,0.17,6,33.3,18.1,1,767,857,89.5,11,32,8,2,43,10984,3301,397,421,94.3,287,314,91.4,27,49,55.1,28,21,1,2,3,1,0,2,2,0,0,0,0,0,721,3181,1451,27,19,9,19,13,758,43,758,43,721,3181,1451,27,19,9,19,13,21,15,8,9,4,8,17,47.1,9,7,1,6,6,27,13,0,819,38,8,0,1,15,14,7,2,1,0,0,5,5,21,0,0,0,0,57,Match Report
192,Liverpool,2023-10-29,3.2,686,5,4,58,732,4,2879,35,683,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,72,3,0,0,0,3.2,3.2,+2.7,+2.7,2.3,1.6,-0.2,-0.2,-0.3,0.16,21,0.14,0.38,8,38.1,19.5,2,686,780,87.9,13,58,11,2,83,12110,4108,298,327,91.1,303,336,90.2,67,87,77.0,35,26,3,0,4,2,0,4,3,0,0,1,0,0,483,2879,1582,23,24,5,18,13,683,83,683,83,483,2879,1582,23,24,5,18,13,12,5,5,4,3,5,15,33.3,10,10,4,6,4,16,11,0,732,47,14,2,2,25,20,8,3,4,0,1,6,4,20,1,0,0,0,58,Match Report
193,Manchester City,2023-10-29,4.0,557,9,2,45,599,6,2773,40,553,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,60,2,1,1,0,4.0,3.2,+3.0,+2.3,2.9,2.6,-1.0,-1.2,-0.9,0.16,20,0.10,0.22,9,45.0,17.2,2,557,639,87.2,14,31,18,2,59,9421,2794,281,303,92.7,207,230,90.0,56,82,68.3,40,33,1,0,2,4,0,6,3,0,0,1,2,0,419,2773,1403,31,28,7,13,10,553,59,553,59,419,2773,1403,31,28,7,13,10,12,9,10,2,0,4,8,50.0,4,8,1,7,12,24,11,2,599,40,10,3,4,19,12,12,4,4,0,0,4,2,4,0,1,0,0,45,Match Report
194,Nott'ham Forest,2023-10-29,0.4,206,10,5,49,257,0,983,14,205,@,Liverpool,eng Premier League,L 0-3,0,3,-3,28,0,0,0,0,0.4,0.4,-2.7,-2.7,0.3,0.3,-0.4,-0.4,-0.3,0.05,9,0.00,0.00,1,11.1,15.6,0,206,297,69.4,5,14,4,1,22,3708,1813,107,124,86.3,72,94,76.6,26,64,40.6,14,11,1,0,1,1,0,0,0,0,0,0,0,0,151,983,464,9,0,3,13,7,205,22,205,22,151,983,464,9,0,3,13,7,19,10,15,3,1,6,14,42.9,8,10,4,6,11,30,32,1,257,37,10,2,3,12,7,3,0,3,0,3,5,5,16,3,0,0,0,49,Match Report
195,Everton,2023-10-29,0.8,303,14,1,57,363,2,1551,17,301,@,West Ham,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,0.8,0.8,+0.1,+0.1,0.6,0.4,+0.2,+0.2,+0.4,0.08,10,0.10,0.25,4,40.0,17.4,0,303,404,75.0,8,20,6,4,28,5472,2428,147,175,84.0,105,124,84.7,43,83,51.8,17,13,2,0,1,0,1,2,2,0,0,0,0,0,258,1551,750,18,14,5,18,10,301,28,301,28,258,1551,750,18,14,5,18,10,29,14,11,17,1,9,27,33.3,18,11,2,9,14,43,30,0,363,38,8,1,2,14,18,3,3,0,0,3,7,1,2,3,0,0,0,57,Match Report
196,Manchester Utd,2023-10-29,0.9,335,8,5,39,383,0,1606,12,332,,Manchester City,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,0.9,0.9,-3.0,-2.3,0.9,0.5,-0.9,-0.9,-0.9,0.14,7,0.00,0.00,3,42.9,15.2,0,335,429,78.1,7,16,5,1,22,5609,1782,161,190,84.7,129,156,82.7,33,56,58.9,12,7,3,2,0,0,0,0,0,0,0,0,0,0,292,1606,764,15,12,4,11,8,332,21,332,21,292,1606,764,15,12,4,11,8,14,8,9,3,2,4,16,25.0,12,8,5,3,6,20,25,0,383,42,5,1,1,16,16,7,1,3,1,4,9,5,18,4,0,1,0,39,Match Report
197,Fulham,2023-10-29,0.7,276,17,5,51,318,2,1233,16,275,@,Brighton,eng Premier League,D 1-1,1,1,0,29,1,0,0,0,0.7,0.7,-0.7,-0.7,0.7,0.5,+0.3,+0.3,+0.3,0.07,10,0.10,0.20,5,50.0,19.3,0,276,358,77.1,7,22,6,1,23,5040,1730,120,138,87.0,124,150,82.7,27,57,47.4,16,12,0,1,2,0,1,2,2,0,0,0,0,0,254,1233,515,7,11,6,12,13,275,23,275,23,254,1233,515,7,11,6,12,13,27,17,12,12,3,14,20,70.0,6,7,4,3,19,46,16,1,318,39,12,0,0,11,14,3,1,2,0,1,9,5,21,1,0,0,0,51,Match Report
198,Luton Town,2023-10-29,0.5,207,8,5,41,239,0,1319,12,204,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,30,0,0,0,0,0.5,0.5,-1.8,-1.8,0.3,0.5,-0.5,-0.5,-0.3,0.07,7,0.00,0.00,1,14.3,17.3,0,207,282,73.4,5,12,2,0,18,3597,1506,114,119,95.8,66,85,77.6,22,55,40.0,12,3,5,0,1,2,1,0,0,0,0,0,0,0,197,1319,767,15,6,2,7,6,204,17,204,17,197,1319,767,15,6,2,7,6,17,8,4,10,3,9,16,56.3,7,11,6,5,7,24,9,0,239,37,11,2,1,18,8,4,3,0,0,6,7,5,22,6,0,0,1,41,Match Report
199,Aston Villa,2023-10-29,2.3,580,8,5,35,614,4,3031,32,566,,Luton Town,eng Premier League,W 3-1,3,1,+2,70,2,0,0,0,2.3,2.3,+1.8,+1.8,2.1,2.5,-0.3,-0.3,-0.1,0.14,17,0.12,0.33,6,35.3,14.5,0,580,651,89.1,16,37,12,2,45,9244,2567,292,314,93.0,251,272,92.3,28,48,58.3,32,25,2,2,3,0,0,4,2,1,1,0,0,0,572,3031,1747,18,16,7,7,8,566,44,566,44,572,3031,1747,18,16,7,7,8,11,8,7,4,0,5,10,50.0,5,8,4,4,3,14,12,1,614,37,16,4,0,16,9,6,5,0,0,0,7,5,14,0,0,0,1,35,Match Report
200,West Ham,2023-10-29,0.7,581,7,3,60,648,0,2742,22,578,,Everton,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,0.7,0.7,-0.1,-0.1,0.6,0.6,-0.7,-0.7,-0.6,0.06,12,0.00,0.00,2,16.7,17.3,0,581,706,82.3,10,42,7,2,48,10268,3237,259,280,92.5,249,294,84.7,61,99,61.6,22,12,5,3,0,2,0,0,0,0,0,0,0,0,559,2742,1275,27,11,6,11,20,578,47,578,47,559,2742,1275,27,11,6,11,20,17,7,8,9,0,7,12,58.3,5,10,2,8,8,25,13,1,648,57,14,1,8,20,32,4,3,1,0,1,11,3,19,1,0,0,0,60,Match Report
