Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43,Column_44,Column_45,Column_46,Column_47,Column_48,Column_49,Column_50,Column_51,Column_52,Column_53,Column_54,Column_55,Column_56,Column_57,Column_58,Column_59,Column_60,Column_61,Column_62,Column_63,Column_64,Column_65,Column_66,Column_67,Column_68,Column_69,Column_70,Column_71,Column_72,Column_73,Column_74,Column_75,Column_76,Column_77,Column_78,Column_79,Column_80,Column_81,Column_82,Column_83,Column_84,Column_85,Column_86,Column_87,Column_88,Column_89,Column_90
5246,Thiago Silva,0.1,1,47,1,0,2023-01-12,38-112,br BRA,Chelsea,@,Fulham,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.10,1,0.00,,0,0.0,8.6,0,1,0.00,,0,0.0,8.6,0,47,54,87.0,0,5,0,0,3,977,435,12,13,92.3,31,33,93.9,4,8,50.0,1,1,0,1,0,0,0,,0,2,1,1,1,2,4,0,0,0,0,0,3,DF,Match Report
5247,Manor Solomon,0.0,0,2,0,0,2023-01-12,23-172,il ISR,Fulham,,Chelsea,eng Premier League,W 2-1,N,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,4,50.0,0,0,0,0,1,18,10,2,4,50.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,FW,Match Report
5248,João Félix,0.8,6,16,0,1,2023-01-12,23-063,pt POR,Chelsea,@,Fulham,eng Premier League,L 1-2,Y,57,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,0.2,1.0,-0.8,-0.8,-0.2,0.14,6,0.00,0.00,4,66.7,18.5,0,6,0.00,0.00,4,66.7,18.5,0,16,24,66.7,1,2,0,0,3,255,75,10,13,76.9,5,5,100.0,1,2,50.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,2,"FW,MF",Match Report
5249,Carlos Vinícius,0.7,3,6,2,0,2023-01-12,27-293,br BRA,Fulham,,Chelsea,eng Premier League,W 2-1,Y,89,1,0,1,1,0,0,0,0.7,0.7,0.1,0.8,0.0,0.8,+0.3,+0.3,-0.1,0.24,3,0.33,0.50,2,66.7,10.0,0,3,0.33,0.50,2,66.7,10.0,0,6,10,60.0,1,0,1,0,1,56,20,4,5,80.0,1,3,33.3,0,0,,2,0,0,2,0,0,0,,0,3,0,3,0,2,2,0,0,0,0,0,1,FW,Match Report
5250,Willian,0.1,2,31,0,0,2023-01-12,34-156,br BRA,Fulham,,Chelsea,eng Premier League,W 2-1,Y,82,1,0,1,1,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,+0.9,+0.9,0.0,0.04,2,0.50,1.00,1,50.0,18.6,0,2,0.50,1.00,1,50.0,18.6,0,31,38,81.6,1,2,0,0,8,523,166,14,18,77.8,13,15,86.7,3,3,100.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,3,FW,Match Report
5251,Mason Mount,0.0,1,24,1,0,2023-01-12,24-002,eng ENG,Chelsea,@,Fulham,eng Premier League,L 1-2,Y,79,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,0.1,0.3,0.0,0.0,-0.2,0.04,1,0.00,0.00,1,100.0,25.2,1,1,0.00,0.00,1,100.0,25.2,1,24,38,63.2,3,2,0,0,2,308,81,15,17,88.2,6,7,85.7,1,7,14.3,1,1,0,0,1,1,1,100.0,0,2,0,2,0,1,2,0,0,0,0,0,5,"MF,FW",Match Report
5252,João Palhinha,0.0,0,35,3,1,2023-01-12,27-187,pt POR,Fulham,,Chelsea,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,35,42,83.3,0,3,0,0,3,475,125,23,23,100.0,9,13,69.2,1,3,33.3,3,2,1,1,1,1,1,100.0,0,3,0,3,1,4,3,0,1,0,0,0,6,MF,Match Report
5253,Tom Cairney,0.0,0,24,1,0,2023-01-12,31-357,sct SCO,Fulham,,Chelsea,eng Premier League,W 2-1,N,23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,25,96.0,0,2,0,0,3,394,67,14,14,100.0,4,4,100.0,5,5,100.0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,MF,Match Report
5254,Carney Chukwuemeka,0.0,0,10,1,0,2023-01-12,19-084,eng ENG,Chelsea,@,Fulham,eng Premier League,L 1-2,N,12,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,10,14,71.4,1,0,1,0,1,97,14,8,11,72.7,1,2,50.0,0,0,,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0,0,0,0,0,1,"MF,FW",Match Report
5255,Conor Gallagher,0.0,0,7,1,0,2023-01-12,22-340,eng ENG,Chelsea,@,Fulham,eng Premier League,L 1-2,N,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,7,9,77.8,0,0,0,0,1,113,26,1,1,100.0,5,5,100.0,0,1,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,2,MF,Match Report
5256,Harry Wilson,0.0,0,14,0,0,2023-01-12,25-296,wls WAL,Fulham,,Chelsea,eng Premier League,W 2-1,N,23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,14,20,70.0,0,1,0,0,1,256,59,5,6,83.3,6,8,75.0,2,3,66.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
5257,Tosin Adarabioyo,0.0,0,53,1,0,2023-01-12,25-110,eng ENG,Fulham,,Chelsea,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,53,61,86.9,0,5,0,0,3,1230,443,10,11,90.9,34,38,89.5,9,10,90.0,1,0,0,0,1,1,2,50.0,1,3,2,1,0,1,7,1,0,0,0,0,6,DF,Match Report
5258,Daniel James,0.0,0,0,0,0,2023-01-12,25-063,wls WAL,Fulham,,Chelsea,eng Premier League,W 2-1,N,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,0,1,0.0,0,0,0,0,0,0,0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
5259,Lewis Hall,0.3,2,32,3,1,2023-01-12,18-126,eng ENG,Chelsea,@,Fulham,eng Premier League,L 1-2,Y,78,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,0.0,0.15,2,0.00,0.00,2,100.0,13.5,0,2,0.00,0.00,2,100.0,13.5,0,32,39,82.1,0,2,0,0,0,514,134,21,22,95.5,10,13,76.9,1,3,33.3,3,1,3,0,0,2,3,66.7,1,0,0,0,4,7,1,0,1,0,0,0,14,DF,Match Report
5260,Kalidou Koulibaly,0.4,1,63,1,0,2023-01-12,31-206,sn SEN,Chelsea,@,Fulham,eng Premier League,L 1-2,Y,90,1,0,1,1,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,+0.6,+0.6,0.0,0.38,1,1.00,1.00,1,100.0,3.2,0,1,1.00,1.00,1,100.0,3.2,0,63,75,84.0,1,2,1,0,3,1000,575,30,32,93.8,28,29,96.6,3,9,33.3,1,1,1,0,0,0,1,0.0,1,1,0,1,3,4,2,0,0,0,0,0,12,DF,Match Report
5261,Kai Havertz,0.3,3,27,2,1,2023-01-12,23-215,de GER,Chelsea,@,Fulham,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,0.1,0.7,-0.3,-0.3,-0.4,0.11,3,0.00,0.00,2,66.7,14.3,0,3,0.00,0.00,2,66.7,14.3,0,27,32,84.4,4,0,0,0,1,272,20,21,25,84.0,4,4,100.0,0,0,,2,2,0,2,0,0,0,,0,2,0,2,1,3,3,0,1,0,0,0,4,"FW,MF",Match Report
5262,Joe Gelhardt,0.0,0,2,1,0,2023-01-13,20-254,eng ENG,Leeds United,@,Aston Villa,eng Premier League,L 1-2,N,14,0,1,1,0,0,0,0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,+0.7,,0,,,0,,,0,0,,,0,,,0,2,9,22.2,1,0,0,0,0,25,0,2,6,33.3,0,0,,0,0,,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,FW,Match Report
5263,Ezri Konsa,0.0,0,44,3,0,2023-01-13,25-082,eng ENG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,44,55,80.0,0,2,0,0,0,926,293,12,13,92.3,26,32,81.3,6,8,75.0,3,0,2,1,0,2,2,100.0,0,2,2,0,3,6,6,0,0,0,0,0,7,DF,Match Report
5264,Danny Ings,0.4,2,7,2,1,2023-01-13,30-174,eng ENG,Aston Villa,,Leeds United,eng Premier League,W 2-1,N,59,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.20,2,0.00,0.00,1,50.0,12.1,0,2,0.00,0.00,1,50.0,12.1,0,7,13,53.8,0,0,0,0,0,55,0,4,6,66.7,1,1,100.0,0,1,0.0,2,1,1,1,0,0,0,,0,1,0,1,0,2,3,0,1,0,0,0,1,FW,Match Report
5265,Philippe Coutinho,0.0,1,5,0,0,2023-01-13,30-215,br BRA,Aston Villa,,Leeds United,eng Premier League,W 2-1,N,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1,0.00,,0,0.0,39.5,0,1,0.00,,0,0.0,39.5,0,5,9,55.6,0,0,0,0,0,72,7,4,7,57.1,0,0,,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,"MF,FW",Match Report
5266,Jacob Ramsey,0.0,0,22,1,0,2023-01-13,21-230,eng ENG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,80,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,22,26,84.6,2,1,2,0,6,368,60,12,12,100.0,7,9,77.8,2,2,100.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,3,0,0,0,0,0,1,"MF,FW",Match Report
5267,Álex Moreno,0.1,2,40,0,0,2023-01-13,29-219,es ESP,Aston Villa,,Leeds United,eng Premier League,W 2-1,N,81,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.07,2,0.00,0.00,1,50.0,14.3,0,2,0.00,0.00,1,50.0,14.3,0,40,60,66.7,1,2,1,0,4,517,227,22,26,84.6,14,19,73.7,0,5,0.0,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,3,0,0,0,0,0,9,DF,Match Report
5268,Lucas Digne,0.0,0,3,0,0,2023-01-13,29-177,fr FRA,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,0,0,0,28,10,3,3,100.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,DF,Match Report
5269,Rodrigo,0.5,5,16,0,2,2023-01-13,31-313,es ESP,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.1,0.7,-0.5,-0.5,-0.2,0.10,5,0.00,,0,0.0,14.5,0,5,0.00,,0,0.0,14.5,0,16,20,80.0,1,0,2,1,2,255,57,9,12,75.0,4,5,80.0,2,2,100.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,2,0,0,0,2,"FW,MF",Match Report
5270,Junior Firpo,0.0,0,3,0,0,2023-01-13,26-144,do DOM,Leeds United,@,Aston Villa,eng Premier League,L 1-2,N,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,4,75.0,0,0,0,0,0,54,46,1,1,100.0,2,2,100.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,1,DF,Match Report
5271,Tyler Adams,0.0,0,37,7,1,2023-01-13,23-333,us USA,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,37,47,78.7,1,5,1,0,5,582,149,19,21,90.5,10,11,90.9,6,11,54.5,7,3,1,5,1,2,3,66.7,1,4,0,4,1,8,0,0,1,0,0,0,9,MF,Match Report
5272,Leon Bailey,0.2,3,13,2,1,2023-01-13,25-157,jm JAM,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,1,0,1,1,0,0,0,0.2,0.2,0.0,0.2,0.0,0.2,+0.8,+0.8,0.0,0.08,3,0.33,0.50,2,66.7,16.5,0,3,0.33,0.50,2,66.7,16.5,0,13,18,72.2,0,1,0,0,0,186,80,9,11,81.8,3,3,100.0,1,3,33.3,2,0,1,1,0,0,0,,0,2,0,2,0,2,1,0,1,0,0,0,5,"FW,MF",Match Report
5273,Luke Ayling,0.0,0,32,2,0,2023-01-13,31-141,eng ENG,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0.5,0.6,0.0,0.0,-0.6,,0,,,0,,,0,0,,,0,,,0,32,48,66.7,1,3,0,0,3,449,214,22,27,81.5,8,12,66.7,2,7,28.6,2,2,1,1,0,2,3,66.7,1,0,0,0,3,5,0,0,0,0,0,0,8,DF,Match Report
5274,Maximilian Wöber,0.0,1,13,1,0,2023-01-13,24-343,at AUT,Leeds United,@,Aston Villa,eng Premier League,L 1-2,N,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1,0.00,,0,0.0,17.6,0,1,0.00,,0,0.0,17.6,0,13,22,59.1,0,1,0,0,1,172,65,9,10,90.0,4,10,40.0,0,2,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0,0,0,0,0,1,DF,Match Report
5275,Brenden Aaronson,0.1,2,19,2,0,2023-01-13,22-083,us USA,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,76,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.07,2,0.00,,0,0.0,14.6,0,2,0.00,,0,0.0,14.6,0,19,24,79.2,1,2,0,0,4,229,106,11,11,100.0,7,8,87.5,0,1,0.0,2,2,0,1,1,0,1,0.0,1,1,0,1,0,2,0,0,0,0,0,0,4,"MF,FW",Match Report
5276,Emi Buendía,0.3,1,16,2,0,2023-01-13,26-019,ar ARG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,80,1,0,1,1,0,0,0,0.3,0.3,0.0,0.3,0.0,0.3,+0.7,+0.7,0.0,0.30,1,1.00,1.00,1,100.0,7.4,0,1,1.00,1.00,1,100.0,7.4,0,16,21,76.2,0,2,0,0,2,228,83,9,12,75.0,1,2,50.0,3,4,75.0,2,2,0,2,0,1,2,50.0,1,0,0,0,1,3,3,0,0,0,0,0,3,"MF,FW",Match Report
5277,Illan Meslier,0.0,0,15,0,0,2023-01-13,22-317,fr FRA,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,15,20,75.0,0,0,0,0,0,370,203,2,2,100.0,9,9,100.0,4,9,44.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,1,GK,Match Report
5278,Morgan Sanson,0.0,0,2,2,0,2023-01-13,28-148,fr FRA,Aston Villa,,Leeds United,eng Premier League,W 2-1,N,10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,2,4,50.0,0,0,0,0,1,17,12,1,2,50.0,0,1,0.0,0,0,,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,0,0,0,0,1,MF,Match Report
5279,Douglas Luiz,0.1,2,35,5,0,2023-01-13,24-249,br BRA,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.2,0.5,-0.1,-0.1,-0.4,0.07,2,0.00,,0,0.0,18.2,0,2,0.00,,0,0.0,18.2,0,35,49,71.4,2,3,1,0,3,540,185,19,25,76.0,13,19,68.4,3,5,60.0,5,2,2,3,0,2,3,66.7,1,2,1,1,4,9,2,0,0,0,0,0,7,MF,Match Report
5280,Wilfried Gnonto,0.4,3,19,1,0,2023-01-13,19-069,it ITA,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,0.2,0.4,-0.4,-0.4,-0.1,0.12,3,0.00,0.00,1,33.3,12.8,0,3,0.00,0.00,1,33.3,12.8,0,19,29,65.5,2,1,3,0,4,220,120,11,12,91.7,6,8,75.0,0,0,,1,0,0,0,1,0,1,0.0,1,4,0,4,0,1,0,0,0,0,0,0,5,"FW,MF",Match Report
5281,Emiliano Martínez,0.0,0,42,0,0,2023-01-13,30-133,ar ARG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,42,56,75.0,0,0,0,0,0,945,444,10,10,100.0,27,29,93.1,5,17,29.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
5282,Tyrone Mings,0.0,0,34,0,0,2023-01-13,29-306,eng ENG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,34,46,73.9,0,0,0,0,1,692,162,7,9,77.8,23,25,92.0,4,10,40.0,0,0,0,0,0,0,0,,0,1,1,0,3,3,6,0,0,0,0,0,3,DF,Match Report
5283,Patrick Bamford,0.5,2,2,0,2,2023-01-13,29-130,eng ENG,Leeds United,@,Aston Villa,eng Premier League,L 1-2,N,24,1,0,1,1,0,0,0,0.5,0.5,0.0,0.5,0.0,0.5,+0.5,+0.5,0.0,0.25,2,0.50,1.00,1,50.0,9.2,0,2,0.50,1.00,1,50.0,9.2,0,2,4,50.0,0,1,0,0,0,18,7,2,2,100.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,1,FW,Match Report
5284,Jack Harrison,0.9,2,10,3,0,2023-01-13,26-054,eng ENG,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,66,0,0,0,0,0,0,0,0.9,0.9,0.3,1.3,0.2,1.3,-0.9,-0.9,-0.3,0.47,2,0.00,0.00,1,50.0,4.1,0,2,0.00,0.00,1,50.0,4.1,0,10,28,35.7,3,1,2,1,2,120,73,8,12,66.7,2,6,33.3,0,8,0.0,3,1,0,1,2,1,1,100.0,0,1,0,1,0,3,0,0,0,0,0,0,2,"FW,MF",Match Report
5285,Ollie Watkins,0.0,0,1,0,0,2023-01-13,27-014,eng ENG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,31,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,1,2,50.0,0,0,0,0,0,8,0,1,2,50.0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
5286,Ashley Young,0.0,0,27,8,0,2023-01-13,37-188,eng ENG,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,27,49,55.1,0,1,1,0,1,489,220,11,12,91.7,13,20,65.0,3,14,21.4,8,4,7,1,0,5,7,71.4,2,3,2,1,1,9,2,0,0,0,0,0,7,DF,Match Report
5287,Boubacar Kamara,0.0,0,45,3,0,2023-01-13,23-051,fr FRA,Aston Villa,,Leeds United,eng Premier League,W 2-1,Y,90,0,1,1,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,+0.9,,0,,,0,,,0,0,,,0,,,0,45,56,80.4,1,4,1,0,3,764,206,18,23,78.3,20,21,95.2,4,7,57.1,3,2,2,1,0,2,2,100.0,0,4,2,2,0,3,2,0,0,0,0,0,6,MF,Match Report
5288,Marc Roca,0.0,1,26,2,0,2023-01-13,26-048,es ESP,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,76,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1,0.00,,0,0.0,18.5,0,1,0.00,,0,0.0,18.5,0,26,40,65.0,0,5,1,0,8,359,152,18,23,78.3,6,11,54.5,1,5,20.0,2,2,0,2,0,0,1,0.0,1,1,1,0,2,4,0,0,0,0,0,0,4,MF,Match Report
5289,Liam Cooper,0.0,0,37,3,0,2023-01-13,31-136,sct SCO,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,37,49,75.5,0,6,0,0,5,617,274,16,19,84.2,20,25,80.0,1,4,25.0,3,1,2,1,0,2,2,100.0,0,1,1,0,0,3,1,0,0,0,0,0,11,DF,Match Report
5290,Robin Koch,0.0,0,26,3,0,2023-01-13,26-180,de GER,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,87,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,26,38,68.4,1,0,0,0,1,418,246,14,18,77.8,10,14,71.4,2,5,40.0,3,2,1,1,1,1,2,50.0,1,1,0,1,4,7,1,0,0,0,0,0,6,DF,Match Report
5291,Sam Greenwood,0.0,0,7,0,0,2023-01-13,20-352,eng ENG,Leeds United,@,Aston Villa,eng Premier League,L 1-2,N,14,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,-0.1,,0,,,0,,,0,0,,,0,,,0,7,9,77.8,1,0,0,0,0,130,61,4,5,80.0,2,3,66.7,1,1,100.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,"MF,FW",Match Report
5292,Pascal Struijk,0.0,0,24,2,0,2023-01-13,23-155,nl NED,Leeds United,@,Aston Villa,eng Premier League,L 1-2,Y,65,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,24,35,68.6,0,3,0,0,3,305,158,15,20,75.0,9,12,75.0,0,1,0.0,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0,0,0,0,0,0,2,DF,Match Report
5293,Samuel Edozie,0.1,1,10,3,0,2023-01-14,19-351,eng ENG,Southampton,@,Everton,eng Premier League,W 2-1,Y,60,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,-0.1,0.10,1,0.00,,0,0.0,11.5,0,1,0.00,,0,0.0,11.5,0,10,14,71.4,2,1,1,0,2,102,50,5,6,83.3,2,3,66.7,0,1,0.0,3,1,1,2,0,1,1,100.0,0,0,0,0,0,3,0,0,0,0,0,0,4,"FW,MF",Match Report
5294,Kieffer Moore,0.4,3,8,3,0,2023-01-14,30-159,wls WAL,Bournemouth,@,Brentford,eng Premier League,L 0-2,Y,90,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.4,-0.4,-0.4,0.0,0.13,3,0.00,,0,0.0,8.7,0,3,0.00,,0,0.0,8.7,0,8,12,66.7,0,1,0,0,1,145,23,3,7,42.9,3,3,100.0,1,1,100.0,3,2,0,2,1,2,3,66.7,1,2,0,2,0,3,1,0,0,0,0,0,1,FW,Match Report
5295,Séamus Coleman,0.0,0,18,0,0,2023-01-14,34-095,ie IRL,Everton,,Southampton,eng Premier League,L 1-2,Y,68,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,18,31,58.1,0,2,1,1,1,237,104,11,13,84.6,5,11,45.5,1,2,50.0,0,0,0,0,0,0,0,,0,2,1,1,2,2,2,0,0,0,0,0,5,DF,Match Report
5296,Lewis O'Brien,0.0,0,4,0,0,2023-01-14,24-092,eng ENG,Nott'ham Forest,,Leicester City,eng Premier League,W 2-0,N,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,4,8,50.0,0,0,0,0,0,39,19,2,3,66.7,1,2,50.0,0,1,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0,0,0,0,2,MF,Match Report
5297,Mohammed Salisu,0.1,1,40,4,0,2023-01-14,23-272,gh GHA,Southampton,@,Everton,eng Premier League,W 2-1,Y,90,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.1,-0.1,-0.1,0.0,0.11,1,0.00,0.00,1,100.0,8.4,0,1,0.00,0.00,1,100.0,8.4,0,40,58,69.0,0,1,0,0,5,693,304,18,21,85.7,17,24,70.8,4,10,40.0,4,2,3,1,0,3,4,75.0,1,2,1,1,1,5,8,0,0,0,0,0,6,DF,Match Report
5298,Brennan Johnson,1.2,2,6,1,0,2023-01-14,21-236,wls WAL,Nott'ham Forest,,Leicester City,eng Premier League,W 2-0,Y,85,2,0,2,2,0,0,0,1.2,1.2,0.0,1.2,0.0,1.2,+0.8,+0.8,0.0,0.59,2,1.00,1.00,2,100.0,10.8,0,2,1.00,1.00,2,100.0,10.8,0,6,11,54.5,1,0,0,0,1,80,17,4,4,100.0,2,5,40.0,0,2,0.0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,3,"FW,MF",Match Report
